Data e Hora,Velocidade do Vento,Direção do Vento,Temperatura,Umidade Relativa,Precipitação,Pressão Atmosférica,Radiação Solar,PM2.5,PM10,Dióxido de Enxofre,Monóxido de Carbono,Ozônio,Monóxido de Nitrogênio,Óxidos de Nitrogênio,Dióxido de Nitrogênio,HCT,Metano,HCNM,Monóxido de Carbono Média Móvel,Data.1,Hora.1,Média Horária
2010-08-14 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,23,8,0,20.8,1.5,6,5,,,,,,,
2010-08-14 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,26,46.8,0,16,2.2,10.8,8.2,,,,,,,
2010-08-14 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,24,29.5,0,22.2,2.5,8.8,6.8,,,,,,,
2010-08-14 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,27,54.3,0,24.8,4,11.8,8.2,,,,,,,
2010-08-14 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,31,6.3,0,27.8,3.5,12,8.5,,,,,,,
2010-08-14 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,47,2.5,0,30.2,4,12.5,8.5,,,,,,,
2010-08-14 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,49,2,0,38.2,1,6.8,6.2,,,,,,,
2010-08-14 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,42,1,0,45.8,1.5,6.2,4.8,,,,,,,
2010-08-14 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,29,0,0,49.5,1,6.2,4.8,,,,,,,
2010-08-14 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,51,0.3,0,45.2,1.2,6.5,5.2,,,,,,,
2010-08-14 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,57,0.5,0,37,1.8,9.8,8.2,,,,,,,
2010-08-14 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,57,1,0,33.8,1,7.5,6.2,,,,,,,
2010-08-14 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,68,1.5,0,33,1,6.5,5.8,,,,,,,
2010-08-14 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,59,1.5,0,33,1.5,6.5,5.2,,,,,,,
2010-08-14 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,66,2,0,33.2,1.5,7.5,6,,,,,,,
2010-08-14 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,65,3.5,1,1.5,10,32.2,22.2,,,,,,,
2010-08-14 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,107,4.8,0.6,5.5,10,29.8,19,,,,,,,
2010-08-14 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,97,6.7,0,24.5,1.5,9.2,7.8,,,,,,,
2010-08-15 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,101,5,0.1,13.2,1.8,16,14.8,,,,,,,
2010-08-15 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,86,4,0,20,0.8,9,8.2,,,,,,,
2010-08-15 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,65,3,0,26,0.8,6.2,5.8,,,,,,,
2010-08-15 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,49,2.8,0,30.2,1,5.2,4.5,,,,,,,
2010-08-15 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,55,3.3,0,30.5,0.8,4.2,4,,,,,,,
2010-08-15 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,48,3,0,28.5,1,3.5,3.2,,,,,,,
2010-08-15 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,48,3,0,26,1.2,5,3.8,,,,,,,
2010-08-15 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,31,2.8,0,25.2,1,4.5,3.8,,,,,,,
2010-08-15 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,41,2,0,26.2,1,4.8,3.5,,,,,,,
2010-08-15 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,51,1,0,26.2,1,4.5,3.2,,,,,,,
2010-08-15 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,48,1.5,0,27.2,2,6,3.8,,,,,,,
2010-08-15 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,29,1,0,32.2,1.8,6.5,4.5,,,,,,,
2010-08-15 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,31,1.8,0,41,1.5,7.2,5.8,,,,,,,
2010-08-15 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,51,9.7,0,50.8,1.2,7.5,6.5,,,,,,,
2010-08-15 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,27,5.8,0,50.2,1.5,6.5,5,,,,,,,
2010-08-15 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,44,3,0,51.2,0.8,6.2,5.2,,,,,,,
2010-08-15 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,50,1.8,0,44.8,1,7.5,7,,,,,,,
2010-08-15 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,78,1.8,0,41.8,1.2,7.2,5.8,,,,,,,
2010-08-15 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,60,2.3,0,21,1,6.5,5,,,,,,,
2010-08-15 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,69,2.5,0,13.2,2,8,6.2,,,,,,,
2010-08-15 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,58,3,0,17.2,1.2,6,4.8,,,,,,,
2010-08-15 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,54,3.8,0,15.8,0.8,5.2,4.5,,,,,,,
2010-08-15 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,44,6,0,11.5,0.8,4.5,3.8,,,,,,,
2010-08-15 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,41,6,0,18.5,2,4.2,3.5,,,,,,,
2010-08-16 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,6.3,0,23.5,2.5,3,1.8,,,,,,,
2010-08-16 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,5.8,0,26.5,1.8,4,2.8,,,,,,,
2010-08-16 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,5.5,0,26,1.5,3.5,2.8,,,,,,,
2010-08-16 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,5.8,0,21,1.8,4.8,3.8,,,,,,,
2010-08-16 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,5.3,0,21.2,1.2,5.2,4,,,,,,,
2010-08-16 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,4.3,0,26.2,1,2.8,2.2,,,,,,,
2010-08-16 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3.5,0,25.5,1.2,4.2,3.2,,,,,,,
2010-08-16 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3.3,0,26,1.5,4,3,,,,,,,
2010-08-16 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,4.8,0,27.8,2,3.8,2.5,,,,,,,
2010-08-16 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3.8,0,27.8,1.8,4,2.2,,,,,,,
2010-08-16 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3,0,28.5,1.8,4,2.2,,,,,,,
2010-08-16 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.8,0,29.2,2.2,5,2.5,,,,,,,
2010-08-16 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.5,0,31.8,1.5,4.2,3,,,,,,,
2010-08-16 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.8,0,34.5,1.2,4.5,3.2,,,,,,,
2010-08-16 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2.3,0,36,1.8,5.2,3.8,,,,,,,
2010-08-16 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2,0,36,1.2,4.5,3.2,,,,,,,
2010-08-16 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2,0,33.8,1.8,4,2,,,,,,,
2010-08-16 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2.3,0,30.2,1.5,4,2.2,,,,,,,
2010-08-16 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3.3,0,29.8,1.8,4.2,2.5,,,,,,,
2010-08-16 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3.3,0,29.5,1.8,3.8,2,,,,,,,
2010-08-16 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2.7,0,29.2,1.8,3.5,2,,,,,,,
2010-08-16 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2.3,0,30,1.2,4.2,2.8,,,,,,,
2010-08-16 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.8,0,30.8,1.8,3.5,2,,,,,,,
2010-08-16 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.7,0,30.2,1.5,3.8,2.2,,,,,,,
2010-08-17 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.8,0,29.8,1,3,2.2,,,,,,,
2010-08-17 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.5,0,29.8,1.2,4,3,,,,,,,
2010-08-17 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,27.8,1.2,3.5,2.2,,,,,,,
2010-08-17 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,27.2,0.5,3,3,,,,,,,
2010-08-17 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,26.2,1.2,3.5,2,,,,,,,
2010-08-17 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,26,1.5,4,2.2,,,,,,,
2010-08-17 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,24.5,1.2,4,2.8,,,,,,,
2010-08-17 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,25.5,1.2,4.2,2.8,,,,,,,
2010-08-17 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,28,1.5,4,2.8,,,,,,,
2010-08-17 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2.5,0,28.2,1.2,2.8,1.8,,,,,,,
2010-08-17 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2.8,0,30.5,1.8,4.2,2.2,,,,,,,
2010-08-17 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.5,0,31.5,2,3.5,2,,,,,,,
2010-08-17 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2,0,30.5,3.2,5.8,2.8,,,,,,,
2010-08-17 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.3,0,30.5,2.2,5.5,3.2,,,,,,,
2010-08-17 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.5,0,32.2,1.2,3.5,2.2,,,,,,,
2010-08-17 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1,0,31.5,1.5,3.8,1.8,,,,,,,
2010-08-17 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.3,0,31.8,1.5,3.8,2.5,,,,,,,
2010-08-17 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.5,0,28.5,1.5,4.5,3,,,,,,,
2010-08-17 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3.3,0,28.2,1.5,4.2,3.2,,,,,,,
2010-08-17 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,3,0,28,1,4.8,4,,,,,,,
2010-08-17 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2.8,0,23.8,1.5,5.5,4.2,,,,,,,
2010-08-17 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,2,0,26.5,2.2,5.2,3.2,,,,,,,
2010-08-17 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.3,0,26.5,1.8,4.5,3,,,,,,,
2010-08-17 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,26.2,0.8,4.2,4.2,,,,,,,
2010-08-18 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,24.8,InVld,InVld,InVld,,,,,,,
2010-08-18 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,26.2,InVld,InVld,InVld,,,,,,,
2010-08-18 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,22.2,InVld,InVld,InVld,,,,,,,
2010-08-18 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,16.5,InVld,InVld,InVld,,,,,,,
2010-08-18 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,18.5,InVld,InVld,InVld,,,,,,,
2010-08-18 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,13,InVld,InVld,InVld,,,,,,,
2010-08-18 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,17,InVld,InVld,InVld,,,,,,,
2010-08-18 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23.5,InVld,InVld,InVld,,,,,,,
2010-08-18 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.5,0,23.5,InVld,InVld,InVld,,,,,,,
2010-08-18 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,1.8,0,25,InVld,InVld,InVld,,,,,,,
2010-08-18 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,Samp<,0,21.5,InVld,InVld,InVld,,,,,,,
2010-08-18 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,15.5,InVld,InVld,InVld,,,,,,,
2010-08-18 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,Samp<,1.2,31.5,InVld,InVld,InVld,,,,,,,
2010-08-18 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,34,InVld,InVld,InVld,,,,,,,
2010-08-18 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,35.5,InVld,InVld,InVld,,,,,,,
2010-08-18 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,33.2,InVld,InVld,InVld,,,,,,,
2010-08-18 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,32,InVld,InVld,InVld,,,,,,,
2010-08-18 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,25.2,InVld,InVld,InVld,,,,,,,
2010-08-18 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,21,InVld,InVld,InVld,,,,,,,
2010-08-18 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,22.5,InVld,InVld,InVld,,,,,,,
2010-08-18 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,20.5,InVld,InVld,InVld,,,,,,,
2010-08-18 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,22.5,InVld,InVld,InVld,,,,,,,
2010-08-18 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,19.5,InVld,InVld,InVld,,,,,,,
2010-08-18 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,20.5,InVld,InVld,InVld,,,,,,,
2010-08-19 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,21.5,InVld,InVld,InVld,,,,,,,
2010-08-19 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23.5,InVld,InVld,InVld,,,,,,,
2010-08-19 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,20.2,InVld,InVld,InVld,,,,,,,
2010-08-19 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23.2,InVld,InVld,InVld,,,,,,,
2010-08-19 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23,InVld,InVld,InVld,,,,,,,
2010-08-19 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,17.5,InVld,InVld,InVld,,,,,,,
2010-08-19 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,17.2,InVld,InVld,InVld,,,,,,,
2010-08-19 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,21.8,InVld,InVld,InVld,,,,,,,
2010-08-19 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,27.2,InVld,InVld,InVld,,,,,,,
2010-08-19 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,28.5,InVld,InVld,InVld,,,,,,,
2010-08-19 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,29,InVld,InVld,InVld,,,,,,,
2010-08-19 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,30.5,InVld,InVld,InVld,,,,,,,
2010-08-19 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,40.2,InVld,InVld,InVld,,,,,,,
2010-08-19 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,40,InVld,InVld,InVld,,,,,,,
2010-08-19 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,38.8,InVld,InVld,InVld,,,,,,,
2010-08-19 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,41.8,InVld,InVld,InVld,,,,,,,
2010-08-19 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,40.8,InVld,InVld,InVld,,,,,,,
2010-08-19 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,27,InVld,InVld,InVld,,,,,,,
2010-08-19 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,21.5,InVld,InVld,InVld,,,,,,,
2010-08-19 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23.8,InVld,InVld,InVld,,,,,,,
2010-08-19 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,26.2,InVld,InVld,InVld,,,,,,,
2010-08-19 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,26,InVld,InVld,InVld,,,,,,,
2010-08-19 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,24.2,InVld,InVld,InVld,,,,,,,
2010-08-19 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23.8,InVld,InVld,InVld,,,,,,,
2010-08-20 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,25,InVld,InVld,InVld,,,,,,,
2010-08-20 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,25,InVld,InVld,InVld,,,,,,,
2010-08-20 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,26.2,InVld,InVld,InVld,,,,,,,
2010-08-20 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,24.8,InVld,InVld,InVld,,,,,,,
2010-08-20 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23.2,InVld,InVld,InVld,,,,,,,
2010-08-20 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,19.5,InVld,InVld,InVld,,,,,,,
2010-08-20 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,17.8,InVld,InVld,InVld,,,,,,,
2010-08-20 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,20,InVld,InVld,InVld,,,,,,,
2010-08-20 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,19.2,InVld,InVld,InVld,,,,,,,
2010-08-20 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23,InVld,InVld,InVld,,,,,,,
2010-08-20 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,24.8,InVld,InVld,InVld,,,,,,,
2010-08-20 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,32,InVld,InVld,InVld,,,,,,,
2010-08-20 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,37.8,InVld,InVld,InVld,,,,,,,
2010-08-20 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,44.2,InVld,InVld,InVld,,,,,,,
2010-08-20 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,48.2,InVld,InVld,InVld,,,,,,,
2010-08-20 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,45.8,InVld,InVld,InVld,,,,,,,
2010-08-20 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,38,InVld,InVld,InVld,,,,,,,
2010-08-20 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,24.2,InVld,InVld,InVld,,,,,,,
2010-08-20 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0.1,17.5,InVld,InVld,InVld,,,,,,,
2010-08-20 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0.3,18,InVld,InVld,InVld,,,,,,,
2010-08-20 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0.1,9.8,InVld,InVld,InVld,,,,,,,
2010-08-20 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,11.2,InVld,InVld,InVld,,,,,,,
2010-08-20 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,10,InVld,InVld,InVld,,,,,,,
2010-08-20 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,7.2,InVld,InVld,InVld,,,,,,,
2010-08-21 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,5.2,InVld,InVld,InVld,,,,,,,
2010-08-21 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0.3,0,8.2,InVld,InVld,InVld,,,,,,,
2010-08-21 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,20.8,InVld,InVld,InVld,,,,,,,
2010-08-21 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,19,InVld,InVld,InVld,,,,,,,
2010-08-21 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,17.7,InVld,InVld,InVld,,,,,,,
2010-08-21 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,14.7,InVld,InVld,InVld,,,,,,,
2010-08-21 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,19,InVld,InVld,InVld,,,,,,,
2010-08-21 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,15,InVld,InVld,InVld,,,,,,,
2010-08-21 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,20.5,InVld,InVld,InVld,,,,,,,
2010-08-21 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,29.2,InVld,InVld,InVld,,,,,,,
2010-08-21 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,36.2,InVld,InVld,InVld,,,,,,,
2010-08-21 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,40,InVld,InVld,InVld,,,,,,,
2010-08-21 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,41,InVld,InVld,InVld,,,,,,,
2010-08-21 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,45.8,InVld,InVld,InVld,,,,,,,
2010-08-21 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,43.2,InVld,InVld,InVld,,,,,,,
2010-08-21 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,38.5,InVld,InVld,InVld,,,,,,,
2010-08-21 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,36.2,InVld,InVld,InVld,,,,,,,
2010-08-21 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,35.8,InVld,InVld,InVld,,,,,,,
2010-08-21 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,30.5,InVld,InVld,InVld,,,,,,,
2010-08-21 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,25.8,InVld,InVld,InVld,,,,,,,
2010-08-21 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,24.8,InVld,InVld,InVld,,,,,,,
2010-08-21 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,23.8,InVld,InVld,InVld,,,,,,,
2010-08-21 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,30.2,InVld,InVld,InVld,,,,,,,
2010-08-21 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,29,InVld,InVld,InVld,,,,,,,
2010-08-22 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,32.2,InVld,InVld,InVld,,,,,,,
2010-08-22 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,32.8,InVld,InVld,InVld,,,,,,,
2010-08-22 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,34,InVld,InVld,InVld,,,,,,,
2010-08-22 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,33,InVld,InVld,InVld,,,,,,,
2010-08-22 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,31.2,InVld,InVld,InVld,,,,,,,
2010-08-22 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,29,InVld,InVld,InVld,,,,,,,
2010-08-22 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,25.2,InVld,InVld,InVld,,,,,,,
2010-08-22 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,29.8,InVld,InVld,InVld,,,,,,,
2010-08-22 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,33.2,InVld,InVld,InVld,,,,,,,
2010-08-22 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,36.2,InVld,InVld,InVld,,,,,,,
2010-08-22 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,41.8,InVld,InVld,InVld,,,,,,,
2010-08-22 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,45.5,InVld,InVld,InVld,,,,,,,
2010-08-22 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,48.2,InVld,InVld,InVld,,,,,,,
2010-08-22 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,49,InVld,InVld,InVld,,,,,,,
2010-08-22 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,50.8,InVld,InVld,InVld,,,,,,,
2010-08-22 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,51.8,InVld,InVld,InVld,,,,,,,
2010-08-22 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,54.2,InVld,InVld,InVld,,,,,,,
2010-08-22 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,47.8,InVld,InVld,InVld,,,,,,,
2010-08-22 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,43,InVld,InVld,InVld,,,,,,,
2010-08-22 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,44.8,InVld,InVld,InVld,,,,,,,
2010-08-22 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,48.5,InVld,InVld,InVld,,,,,,,
2010-08-22 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,0,45.8,InVld,InVld,InVld,,,,,,,
