Data e Hora,Velocidade do Vento,Direção do Vento,Temperatura,Umidade Relativa,Precipitação,Pressão Atmosférica,Radiação Solar,PM2.5,PM10,Dióxido de Enxofre,Monóxido de Carbono,Ozônio,Monóxido de Nitrogênio,Óxidos de Nitrogênio,Dióxido de Nitrogênio,HCT,Metano,HCNM,Monóxido de Carbono Média Móvel,Data.1,Hora.1,Média Horária
2010-03-23 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,54.5,InVld,InVld,InVld,,,,,,,
2010-03-23 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,56.2,InVld,InVld,InVld,,,,,,,
2010-03-23 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,60.5,InVld,InVld,InVld,,,,,,,
2010-03-23 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,43.2,InVld,InVld,InVld,,,,,,,
2010-03-23 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,26.5,InVld,InVld,InVld,,,,,,,
2010-03-23 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,24.5,InVld,InVld,InVld,,,,,,,
2010-03-23 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,14.8,InVld,InVld,InVld,,,,,,,
2010-03-23 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,18.2,InVld,InVld,InVld,,,,,,,
2010-03-23 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,11.2,InVld,InVld,InVld,,,,,,,
2010-03-23 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,11.8,InVld,InVld,InVld,,,,,,,
2010-03-23 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,21.5,InVld,InVld,InVld,,,,,,,
2010-03-23 00:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,Samp<,NoDat,Samp<,InVld,InVld,InVld,,,,,,,
2010-03-24 01:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 02:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 03:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 04:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 05:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 06:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 07:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 08:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 09:00:00,NoDat,NoDat,NoDat,NoDat,NoDat,,,,NoDat,NoDat,NoDat,NoDat,InVld,InVld,InVld,,,,,,,
2010-03-24 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,Samp<,Alarm,Samp<,InVld,InVld,InVld,,,,,,,
2010-03-24 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,31.2,InVld,InVld,InVld,,,,,,,
2010-03-24 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,InVld,32.5,InVld,InVld,InVld,,,,,,,
2010-03-24 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,35.5,InVld,InVld,InVld,,,,,,,
2010-03-24 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,34,InVld,InVld,InVld,,,,,,,
2010-03-24 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,36,InVld,InVld,InVld,,,,,,,
2010-03-24 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,37,InVld,InVld,InVld,,,,,,,
2010-03-24 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,33,InVld,InVld,InVld,,,,,,,
2010-03-24 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,30.8,InVld,InVld,InVld,,,,,,,
2010-03-24 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,26.8,InVld,InVld,InVld,,,,,,,
2010-03-24 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,20.5,InVld,InVld,InVld,,,,,,,
2010-03-24 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,24.2,InVld,InVld,InVld,,,,,,,
2010-03-24 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,25,InVld,InVld,InVld,,,,,,,
2010-03-24 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,24.5,InVld,InVld,InVld,,,,,,,
2010-03-24 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,27.8,InVld,InVld,InVld,,,,,,,
2010-03-25 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,23.8,InVld,InVld,InVld,,,,,,,
2010-03-25 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,24,InVld,InVld,InVld,,,,,,,
2010-03-25 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,23.5,InVld,InVld,InVld,,,,,,,
2010-03-25 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,22.2,InVld,InVld,InVld,,,,,,,
2010-03-25 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,22.8,InVld,InVld,InVld,,,,,,,
2010-03-25 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,20.8,InVld,InVld,InVld,,,,,,,
2010-03-25 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,20.2,InVld,InVld,InVld,,,,,,,
2010-03-25 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,19.8,InVld,InVld,InVld,,,,,,,
2010-03-25 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,21.5,InVld,InVld,InVld,,,,,,,
2010-03-25 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,26,InVld,InVld,InVld,,,,,,,
2010-03-25 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,30.5,InVld,InVld,InVld,,,,,,,
2010-03-25 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,InVld,31.5,InVld,InVld,InVld,,,,,,,
2010-03-25 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,35,InVld,InVld,InVld,,,,,,,
2010-03-25 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,36.2,InVld,InVld,InVld,,,,,,,
2010-03-25 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,37.8,InVld,InVld,InVld,,,,,,,
2010-03-25 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,0,Alarm,38.8,InVld,InVld,InVld,,,,,,,
2010-03-25 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,1.3,Alarm,Samp<,InVld,InVld,InVld,,,,,,,
2010-03-25 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,Alarm,Samp<,Alarm,InVld,InVld,InVld,InVld,,,,,,,
2010-03-25 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,Samp<,InVld,InVld,InVld,,,,,,,
2010-03-25 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,16,InVld,InVld,InVld,,,,,,,
2010-03-25 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,20.5,InVld,InVld,InVld,,,,,,,
2010-03-25 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,20,InVld,InVld,InVld,,,,,,,
2010-03-25 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,21,InVld,InVld,InVld,,,,,,,
2010-03-25 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,18.8,InVld,InVld,InVld,,,,,,,
2010-03-26 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.8,InVld,InVld,InVld,,,,,,,
2010-03-26 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.2,InVld,InVld,InVld,,,,,,,
2010-03-26 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,15.8,InVld,InVld,InVld,,,,,,,
2010-03-26 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13.5,InVld,InVld,InVld,,,,,,,
2010-03-26 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13.8,InVld,InVld,InVld,,,,,,,
2010-03-26 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.2,InVld,InVld,InVld,,,,,,,
2010-03-26 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8,InVld,InVld,InVld,,,,,,,
2010-03-26 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.2,InVld,InVld,InVld,,,,,,,
2010-03-26 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,14,InVld,InVld,InVld,,,,,,,
2010-03-26 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.5,InVld,InVld,InVld,,,,,,,
2010-03-26 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,20.8,InVld,InVld,InVld,,,,,,,
2010-03-26 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,InVld,23.2,InVld,InVld,InVld,,,,,,,
2010-03-26 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,22.2,InVld,InVld,InVld,,,,,,,
2010-03-26 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,21.8,InVld,InVld,InVld,,,,,,,
2010-03-26 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,19.8,InVld,InVld,InVld,,,,,,,
2010-03-26 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,18.5,InVld,InVld,InVld,,,,,,,
2010-03-26 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,15.5,InVld,InVld,InVld,,,,,,,
2010-03-26 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13.5,InVld,InVld,InVld,,,,,,,
2010-03-26 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,15.2,InVld,InVld,InVld,,,,,,,
2010-03-26 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.8,InVld,InVld,InVld,,,,,,,
2010-03-26 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13.5,InVld,InVld,InVld,,,,,,,
2010-03-26 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8,InVld,InVld,InVld,,,,,,,
2010-03-26 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,6.5,InVld,InVld,InVld,,,,,,,
2010-03-26 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,5.5,InVld,InVld,InVld,,,,,,,
2010-03-27 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,7.5,InVld,InVld,InVld,,,,,,,
2010-03-27 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8.2,InVld,InVld,InVld,,,,,,,
2010-03-27 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8,InVld,InVld,InVld,,,,,,,
2010-03-27 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,9.2,InVld,InVld,InVld,,,,,,,
2010-03-27 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8.5,InVld,InVld,InVld,,,,,,,
2010-03-27 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,6.8,InVld,InVld,InVld,,,,,,,
2010-03-27 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,5.8,InVld,InVld,InVld,,,,,,,
2010-03-27 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8,InVld,InVld,InVld,,,,,,,
2010-03-27 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11.5,InVld,InVld,InVld,,,,,,,
2010-03-27 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13,InVld,InVld,InVld,,,,,,,
2010-03-27 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,15,InVld,InVld,InVld,,,,,,,
2010-03-27 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,InVld,17,InVld,InVld,InVld,,,,,,,
2010-03-27 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,22,InVld,InVld,InVld,,,,,,,
2010-03-27 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,22,InVld,InVld,InVld,,,,,,,
2010-03-27 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,21.2,InVld,InVld,InVld,,,,,,,
2010-03-27 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,19.8,InVld,InVld,InVld,,,,,,,
2010-03-27 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,18.2,InVld,InVld,InVld,,,,,,,
2010-03-27 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,15.8,InVld,InVld,InVld,,,,,,,
2010-03-27 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13.5,InVld,InVld,InVld,,,,,,,
2010-03-27 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.5,InVld,InVld,InVld,,,,,,,
2010-03-27 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,15.5,InVld,InVld,InVld,,,,,,,
2010-03-27 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11.5,InVld,InVld,InVld,,,,,,,
2010-03-27 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,9,InVld,InVld,InVld,,,,,,,
2010-03-27 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11,InVld,InVld,InVld,,,,,,,
2010-03-28 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.5,InVld,InVld,InVld,,,,,,,
2010-03-28 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11.8,InVld,InVld,InVld,,,,,,,
2010-03-28 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.2,InVld,InVld,InVld,,,,,,,
2010-03-28 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.2,InVld,InVld,InVld,,,,,,,
2010-03-28 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.2,InVld,InVld,InVld,,,,,,,
2010-03-28 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11.2,InVld,InVld,InVld,,,,,,,
2010-03-28 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.5,InVld,InVld,InVld,,,,,,,
2010-03-28 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.8,InVld,InVld,InVld,,,,,,,
2010-03-28 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.8,InVld,InVld,InVld,,,,,,,
2010-03-28 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,14.8,InVld,InVld,InVld,,,,,,,
2010-03-28 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.8,InVld,InVld,InVld,,,,,,,
2010-03-28 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,InVld,18.8,InVld,InVld,InVld,,,,,,,
2010-03-28 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,20.2,InVld,InVld,InVld,,,,,,,
2010-03-28 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,21.2,InVld,InVld,InVld,,,,,,,
2010-03-28 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,21.2,InVld,InVld,InVld,,,,,,,
2010-03-28 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,20,InVld,InVld,InVld,,,,,,,
2010-03-28 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,18.8,InVld,InVld,InVld,,,,,,,
2010-03-28 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13,InVld,InVld,InVld,,,,,,,
2010-03-28 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.5,InVld,InVld,InVld,,,,,,,
2010-03-28 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,6.2,InVld,InVld,InVld,,,,,,,
2010-03-28 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,7.2,InVld,InVld,InVld,,,,,,,
2010-03-28 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,7.7,InVld,InVld,InVld,,,,,,,
2010-03-28 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.2,InVld,InVld,InVld,,,,,,,
2010-03-28 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11,InVld,InVld,InVld,,,,,,,
2010-03-29 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,9,InVld,InVld,InVld,,,,,,,
2010-03-29 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,7.5,InVld,InVld,InVld,,,,,,,
2010-03-29 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8.5,InVld,InVld,InVld,,,,,,,
2010-03-29 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8.8,InVld,InVld,InVld,,,,,,,
2010-03-29 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,7.2,InVld,InVld,InVld,,,,,,,
2010-03-29 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,5.2,InVld,InVld,InVld,,,,,,,
2010-03-29 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1.5,InVld,InVld,InVld,,,,,,,
2010-03-29 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,4,InVld,InVld,InVld,,,,,,,
2010-03-29 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8.2,InVld,InVld,InVld,,,,,,,
2010-03-29 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13.8,InVld,InVld,InVld,,,,,,,
2010-03-29 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,24.2,InVld,InVld,InVld,,,,,,,
2010-03-29 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,InVld,24,InVld,InVld,InVld,,,,,,,
2010-03-29 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,28.5,InVld,InVld,InVld,,,,,,,
2010-03-29 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,33.2,InVld,InVld,InVld,,,,,,,
2010-03-29 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,31.5,InVld,InVld,InVld,,,,,,,
2010-03-29 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,28.5,InVld,InVld,InVld,,,,,,,
2010-03-29 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,25.8,InVld,InVld,InVld,,,,,,,
2010-03-29 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.5,InVld,InVld,InVld,,,,,,,
2010-03-29 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,8,InVld,InVld,InVld,,,,,,,
2010-03-29 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1.2,InVld,InVld,InVld,,,,,,,
2010-03-29 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1,InVld,InVld,InVld,,,,,,,
2010-03-29 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1,InVld,InVld,InVld,,,,,,,
2010-03-29 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1,InVld,InVld,InVld,,,,,,,
2010-03-29 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1,InVld,InVld,InVld,,,,,,,
2010-03-30 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1.5,InVld,InVld,InVld,,,,,,,
2010-03-30 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,4.2,InVld,InVld,InVld,,,,,,,
2010-03-30 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,9.2,InVld,InVld,InVld,,,,,,,
2010-03-30 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11.5,InVld,InVld,InVld,,,,,,,
2010-03-30 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11.5,InVld,InVld,InVld,,,,,,,
2010-03-30 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,7,InVld,InVld,InVld,,,,,,,
2010-03-30 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,2,InVld,InVld,InVld,,,,,,,
2010-03-30 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,6.8,InVld,InVld,InVld,,,,,,,
2010-03-30 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.5,InVld,InVld,InVld,,,,,,,
2010-03-30 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,15.2,InVld,InVld,InVld,,,,,,,
2010-03-30 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,19.8,InVld,InVld,InVld,,,,,,,
2010-03-30 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,InVld,24.5,InVld,InVld,InVld,,,,,,,
2010-03-30 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,21.8,InVld,InVld,InVld,,,,,,,
2010-03-30 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,23,InVld,InVld,InVld,,,,,,,
2010-03-30 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,18,InVld,InVld,InVld,,,,,,,
2010-03-30 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,19.2,InVld,InVld,InVld,,,,,,,
2010-03-30 17:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,18,InVld,InVld,InVld,,,,,,,
2010-03-30 18:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,19.2,InVld,InVld,InVld,,,,,,,
2010-03-30 19:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.8,InVld,InVld,InVld,,,,,,,
2010-03-30 20:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,7.2,InVld,InVld,InVld,,,,,,,
2010-03-30 21:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,6.5,InVld,InVld,InVld,,,,,,,
2010-03-30 22:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,11,InVld,InVld,InVld,,,,,,,
2010-03-30 23:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,17.5,InVld,InVld,InVld,,,,,,,
2010-03-30 00:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,Samp<,Alarm,18,InVld,InVld,InVld,,,,,,,
2010-03-31 01:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,20.2,InVld,InVld,InVld,,,,,,,
2010-03-31 02:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,18.2,InVld,InVld,InVld,,,,,,,
2010-03-31 03:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,19.8,InVld,InVld,InVld,,,,,,,
2010-03-31 04:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.5,InVld,InVld,InVld,,,,,,,
2010-03-31 05:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,3.8,InVld,InVld,InVld,,,,,,,
2010-03-31 06:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,1.5,InVld,InVld,InVld,,,,,,,
2010-03-31 07:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,10.5,InVld,InVld,InVld,,,,,,,
2010-03-31 08:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,12.8,InVld,InVld,InVld,,,,,,,
2010-03-31 09:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,13.2,InVld,InVld,InVld,,,,,,,
2010-03-31 10:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,16.5,InVld,InVld,InVld,,,,,,,
2010-03-31 11:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,22,InVld,InVld,InVld,,,,,,,
2010-03-31 12:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,InVld,25,InVld,InVld,InVld,,,,,,,
2010-03-31 13:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,37.2,InVld,InVld,InVld,,,,,,,
2010-03-31 14:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,51,InVld,InVld,InVld,,,,,,,
2010-03-31 15:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,39.5,InVld,InVld,InVld,,,,,,,
2010-03-31 16:00:00,InVld,InVld,InVld,InVld,InVld,,,,InVld,0,Alarm,29,InVld,InVld,InVld,,,,,,,
