Data e Hora,PM10,Dióxido de Nitrogênio,Ozônio,Dióxido de Enxofre,PM2.5,Monóxido de Carbono,Temperatura,Direção do Vento,Pressão Atmosférica,Velocidade do Vento,Radiação Solar,Umidade Relativa
2019-01-01 00:30:00,45.12,13.1,8.96,1.87,37.0,0.77,21.19,63.35,0.0,1.51,0.77,89.43
2019-01-01 01:30:00,70.53,18.87,1.87,1.8,23.0,0.92,20.87,68.07,0.0,1.29,1.3,91.57
2019-01-01 02:30:00,68.99,15.6,6.94,2.07,18.0,0.81,21.16,55.84,0.0,1.65,2.61,88.87
2019-01-01 03:30:00,59.54,11.68,13.11,2.02,13.0,0.57,21.0,57.13,0.0,2.09,1.23,89.41
2019-01-01 04:30:00,30.84,7.05,21.89,2.01,7.0,0.44,20.55,54.19,0.0,2.67,1.2,91.47
2019-01-01 05:30:00,17.32,6.37,28.03,2.18,2.0,0.43,19.97,45.54,0.6,2.39,4.26,95.02
2019-01-01 06:30:00,8.84,5.26,36.88,2.31,,0.4,19.71,55.02,2.6,1.87,32.14,96.25
2019-01-01 07:30:00,16.81,8.17,30.84,1.79,,0.41,20.3,57.24,0.0,1.57,119.55,95.84
2019-01-01 08:30:00,9.08,7.03,36.94,1.91,,0.41,20.78,50.41,0.0,2.23,160.99,92.48
2019-01-01 09:30:00,6.37,6.52,38.51,1.67,1.0,0.42,21.07,63.28,0.0,2.07,210.17,91.74
2019-01-01 10:30:00,3.86,5.31,45.04,1.71,,0.44,23.57,51.94,0.2,1.54,778.26,80.4
2019-01-01 11:30:00,10.94,5.21,56.91,1.65,4.0,0.47,25.54,20.83,0.0,1.77,818.14,70.4
2019-01-01 12:30:00,,5.52,58.11,1.64,,0.48,24.22,318.4,3.2,1.7,260.99,78.2
2019-01-01 13:30:00,18.47,3.34,36.8,1.48,7.0,0.42,21.01,190.03,2.0,0.52,156.63,96.84
2019-01-01 14:30:00,24.14,4.78,37.6,1.48,5.0,0.42,23.68,119.06,0.0,0.81,536.38,83.76
2019-01-01 15:30:00,12.46,4.58,49.18,1.92,8.0,0.5,26.95,3.62,0.2,0.66,368.81,66.62
2019-01-01 16:30:00,,5.4,53.42,1.81,,0.5,27.0,35.36,0.0,1.5,307.24,65.8
2019-01-01 17:30:00,,8.37,51.55,1.81,,0.53,25.3,44.38,0.0,1.37,66.89,71.49
2019-01-01 18:30:00,19.5,13.64,35.82,1.59,11.0,0.63,23.76,52.62,0.0,1.48,8.19,78.24
2019-01-01 19:30:00,28.4,14.3,23.24,1.63,8.0,0.6,22.8,64.8,0.0,1.41,0.01,83.77
2019-01-01 20:30:00,26.13,13.78,16.66,1.6,13.0,0.64,22.09,77.63,0.0,1.1,0.03,86.04
2019-01-01 21:30:00,24.39,19.19,4.0,1.71,11.0,0.75,21.4,99.69,0.0,0.79,0.33,89.54
2019-01-01 22:30:00,29.43,20.01,2.72,1.75,12.0,0.79,21.45,67.44,0.0,1.5,0.7,89.04
2019-01-01 23:30:00,43.98,20.03,1.56,1.8,10.0,0.61,21.29,67.11,0.0,1.39,0.29,91.47
2019-01-02 00:30:00,22.42,7.67,16.77,1.65,6.0,0.4,20.95,66.39,0.0,1.5,0.05,87.99
2019-01-02 01:30:00,16.64,4.13,28.72,1.97,6.0,,21.13,60.04,0.0,1.95,0.22,87.11
2019-01-02 02:30:00,19.34,4.79,24.44,1.77,3.0,0.32,20.7,63.17,0.0,1.73,0.08,89.23
2019-01-02 03:30:00,14.43,7.81,20.52,2.0,,0.32,20.58,67.38,0.0,1.64,0.12,88.72
2019-01-02 04:30:00,7.92,9.4,15.61,1.89,3.0,0.34,20.31,71.29,0.0,0.74,0.07,88.48
2019-01-02 05:30:00,16.67,17.53,3.81,2.13,1.0,0.66,20.26,73.11,0.0,0.78,11.13,88.87
2019-01-02 06:30:00,18.36,13.05,13.23,1.82,5.0,0.52,22.42,73.7,0.0,1.26,157.31,79.66
2019-01-02 07:30:00,14.35,13.34,22.57,1.99,8.0,0.5,24.57,43.73,0.0,1.31,388.75,69.37
2019-01-02 08:30:00,,15.11,30.38,2.07,,0.65,26.0,20.61,0.0,1.51,665.62,63.67
2019-01-02 09:30:00,35.85,12.35,43.51,2.2,21.0,0.83,27.2,341.83,0.0,1.19,638.67,60.32
2019-01-02 10:30:00,58.56,11.55,55.71,2.52,17.0,0.83,28.12,328.29,0.0,1.06,679.5,57.86
2019-01-02 11:30:00,52.47,9.71,73.23,2.38,14.0,0.77,28.82,350.97,0.0,1.18,658.21,55.22
2019-01-02 12:30:00,56.51,9.41,54.8,2.63,16.0,0.4,27.91,265.11,0.0,0.97,241.61,61.26
2019-01-02 13:30:00,42.46,8.53,40.85,3.0,15.0,0.37,27.32,221.6,0.0,0.31,190.57,65.85
2019-01-02 14:30:00,33.52,8.1,36.74,3.16,15.0,0.38,27.99,236.68,0.0,0.4,225.81,62.82
2019-01-02 15:30:00,60.57,19.49,34.51,3.72,16.0,0.46,29.43,242.49,0.0,0.51,333.41,58.96
2019-01-02 16:30:00,124.42,9.81,50.37,3.52,14.0,0.38,28.58,223.91,0.0,0.3,164.03,59.28
2019-01-02 17:30:00,98.28,9.33,50.66,5.93,8.0,0.36,26.48,95.44,0.0,1.95,62.72,66.79
2019-01-02 18:30:00,54.26,6.75,36.72,4.85,5.0,0.33,24.18,79.53,0.0,1.94,9.99,74.71
2019-01-02 19:30:00,33.16,8.32,32.39,4.08,7.0,0.38,23.85,75.27,0.0,1.06,0.42,75.56
2019-01-02 20:30:00,29.7,10.84,21.24,3.77,6.0,0.43,23.58,70.49,0.0,0.73,0.36,73.52
2019-01-02 21:30:00,34.82,13.11,13.33,3.55,7.0,0.44,23.48,73.17,0.0,0.83,1.01,73.68
2019-01-02 22:30:00,20.7,16.25,8.19,3.45,18.0,0.54,23.24,68.36,0.0,0.27,0.69,78.18
2019-01-02 23:30:00,26.06,12.47,9.09,2.0,8.0,0.4,22.49,82.57,0.0,0.76,0.46,83.27
2019-01-03 00:30:00,18.08,7.46,20.15,0.07,4.0,0.44,22.51,59.34,0.0,0.96,0.06,84.02
2019-01-03 01:30:00,27.95,5.54,24.47,0.03,1.0,0.4,22.21,66.65,0.0,1.58,0.04,85.31
2019-01-03 02:30:00,28.01,4.33,25.35,0.01,7.0,0.39,22.04,61.18,0.0,1.93,0.16,85.42
2019-01-03 03:30:00,15.8,6.69,21.8,0.03,7.0,0.39,21.98,60.44,0.0,1.89,0.1,85.26
2019-01-03 04:30:00,11.16,13.45,11.33,0.01,6.0,0.42,21.68,67.0,0.0,1.42,0.09,86.25
2019-01-03 05:30:00,7.58,16.07,6.59,0.03,7.0,0.54,21.67,65.97,0.0,1.25,13.62,85.21
2019-01-03 06:30:00,30.91,19.75,7.18,0.01,10.0,0.91,22.57,62.88,0.0,1.2,62.27,81.33
2019-01-03 07:30:00,32.96,21.3,11.93,0.07,23.0,0.63,23.52,62.4,0.0,1.45,115.16,76.96
2019-01-03 08:30:00,53.99,22.33,16.28,0.04,29.0,0.6,24.3,54.4,0.0,1.6,194.45,72.59
2019-01-03 09:30:00,80.36,38.62,20.4,0.55,52.0,1.07,25.55,34.41,0.0,1.48,349.82,65.47
2019-01-03 10:30:00,118.13,14.97,41.42,0.29,31.0,0.89,26.93,346.64,0.0,1.36,554.67,59.05
2019-01-03 11:30:00,90.88,11.96,50.45,0.57,19.0,0.73,27.8,303.5,0.0,1.38,455.95,59.38
2019-01-03 12:30:00,85.8,9.69,49.5,24.33,9.0,0.43,29.01,284.12,0.0,2.05,736.3,52.78
2019-01-03 13:30:00,57.47,29.48,43.58,26.27,56.0,1.13,29.49,337.31,0.0,1.8,708.71,48.61
2019-01-03 14:30:00,134.3,20.69,48.26,8.3,34.0,1.21,29.95,327.83,0.0,1.66,611.81,47.85
2019-01-03 15:30:00,120.16,13.51,46.56,65.11,10.0,0.34,30.86,292.41,0.0,2.02,374.64,41.58
2019-01-03 16:30:00,97.7,11.94,43.43,63.3,9.0,0.36,31.33,287.8,0.0,1.72,384.0,42.29
2019-01-03 17:30:00,70.37,14.72,34.6,37.89,16.0,0.71,29.99,306.08,0.0,1.53,196.93,48.76
2019-01-03 18:30:00,50.72,20.2,20.09,11.12,18.0,0.42,27.21,51.95,0.0,1.25,6.33,59.15
2019-01-03 19:30:00,45.87,29.41,7.65,6.34,21.0,0.57,25.93,59.67,0.0,1.42,0.24,64.27
2019-01-03 20:30:00,46.31,25.33,7.17,4.79,19.0,0.54,25.34,95.91,0.0,0.88,0.38,67.7
2019-01-03 21:30:00,43.67,17.64,10.23,3.72,14.0,0.48,24.83,123.14,0.0,0.74,0.82,71.64
2019-01-03 22:30:00,42.26,9.26,22.56,3.16,14.0,0.33,24.16,164.11,0.0,0.49,0.75,70.92
2019-01-03 23:30:00,42.01,8.91,21.8,3.43,10.0,0.3,24.7,178.92,0.0,0.55,0.97,67.44
2019-01-04 00:30:00,34.21,6.32,24.66,4.39,9.0,0.51,24.28,158.8,0.0,0.52,1.3,70.06
2019-01-04 01:30:00,19.64,5.2,25.36,4.11,5.0,0.48,23.93,192.3,0.0,0.39,0.64,73.4
2019-01-04 02:30:00,23.22,6.3,18.99,2.81,4.0,0.49,22.91,229.73,0.0,0.18,1.4,80.02
2019-01-04 03:30:00,,14.19,8.92,2.45,,0.69,22.79,68.27,0.0,1.29,1.53,84.71
2019-01-04 04:30:00,28.82,16.57,5.76,1.89,12.0,0.59,22.54,65.91,2.0,1.64,1.4,86.14
2019-01-04 05:30:00,38.63,16.4,5.75,1.65,9.0,0.7,21.31,57.19,0.6,1.97,3.64,93.58
2019-01-04 06:30:00,43.87,17.22,9.53,1.37,6.0,0.68,20.77,59.35,0.4,3.54,15.7,94.0
2019-01-04 07:30:00,25.17,13.78,26.48,1.28,6.0,,19.29,62.7,10.8,3.24,35.25,94.17
2019-01-04 08:30:00,18.55,10.63,35.15,1.44,4.0,,18.95,77.42,1.0,1.62,95.57,94.98
2019-01-04 09:30:00,10.83,11.38,33.52,1.88,9.0,0.29,20.25,286.96,0.6,0.91,168.41,87.86
2019-01-04 10:30:00,,22.12,,1.45,,0.39,21.75,250.27,0.0,0.73,379.67,87.54
2019-01-04 11:30:00,21.69,9.02,,1.48,8.0,0.42,23.68,266.87,0.0,1.45,627.21,78.13
2019-01-04 12:30:00,11.9,7.97,42.98,1.71,8.0,0.44,23.42,274.5,0.0,2.34,448.62,75.9
2019-01-04 13:30:00,18.77,9.57,39.95,1.32,6.0,0.45,24.08,275.7,0.0,1.73,420.29,72.43
2019-01-04 14:30:00,18.97,11.11,45.9,1.2,4.0,0.42,25.11,281.45,0.0,1.8,559.44,65.41
2019-01-04 15:30:00,18.26,12.35,48.22,2.58,2.0,0.37,25.91,274.28,0.0,1.97,417.08,57.37
2019-01-04 16:30:00,26.16,9.71,45.81,2.22,6.0,0.38,24.89,264.48,0.0,0.78,136.89,61.04
2019-01-04 17:30:00,13.09,6.11,36.08,1.43,5.0,0.35,23.64,198.33,0.0,0.2,40.76,70.96
2019-01-04 18:30:00,9.65,8.43,29.96,1.26,3.0,0.37,22.39,245.54,0.0,0.17,3.44,75.89
