Data e Hora,PM10,Dióxido de Nitrogênio,Ozônio,Dióxido de Enxofre,PM2.5,Monóxido de Carbono,Temperatura,Direção do Vento,Pressão Atmosférica,Velocidade do Vento,Radiação Solar,Umidade Relativa
2016-01-01 00:30:00,39.03,36.86,17.51,5.35,34.0,0.82,23.82,73.76,0.0,1.13,0.42,73.74
2016-01-01 01:30:00,57.78,32.89,21.25,4.43,25.0,0.69,23.59,77.01,0.0,1.18,0.72,74.79
2016-01-01 02:30:00,49.91,14.33,32.72,4.01,14.0,0.35,23.35,79.32,0.0,1.18,0.71,75.59
2016-01-01 03:30:00,40.17,18.02,22.48,4.1,17.0,0.4,23.01,50.82,0.0,0.63,0.97,77.17
2016-01-01 04:30:00,24.85,30.96,8.92,4.47,,0.66,22.0,52.58,0.0,1.07,0.64,82.19
2016-01-01 05:30:00,42.54,27.42,9.56,4.3,26.0,0.55,21.53,92.78,0.0,1.32,15.47,85.76
2016-01-01 06:30:00,30.27,19.87,25.9,3.76,12.0,0.35,23.36,97.92,0.0,1.11,143.8,78.89
2016-01-01 07:30:00,24.43,18.06,41.1,4.12,10.0,0.26,25.7,56.35,0.0,0.95,189.21,66.97
2016-01-01 08:30:00,12.44,15.24,60.17,3.4,9.0,0.21,27.2,351.8,0.0,0.95,503.67,60.3
2016-01-01 09:30:00,7.11,8.81,76.2,4.66,,0.2,28.98,9.37,0.0,1.67,794.23,53.58
2016-01-01 10:30:00,8.05,10.53,74.14,7.82,,0.18,29.86,333.34,0.0,1.86,705.28,49.37
2016-01-01 11:30:00,10.22,15.0,76.39,9.89,7.0,0.41,29.62,334.59,0.0,1.28,297.21,50.69
2016-01-01 12:30:00,6.69,12.66,78.5,9.51,,0.36,30.22,336.23,0.0,1.18,625.96,48.5
2016-01-01 13:30:00,3.82,8.28,77.65,12.03,,0.29,32.12,342.29,0.0,1.94,775.29,41.2
2016-01-01 14:30:00,3.75,10.13,64.36,13.74,,0.45,32.57,271.97,0.0,1.55,599.36,40.71
2016-01-01 15:30:00,3.05,9.08,60.89,16.07,,0.44,34.28,232.04,0.0,1.11,732.03,39.69
2016-01-01 16:30:00,3.33,11.8,72.11,21.8,,0.39,28.29,114.37,12.6,2.66,191.21,60.49
2016-01-01 17:30:00,6.56,7.45,67.29,16.4,5.0,0.26,23.35,113.48,3.2,1.85,189.25,82.4
