Data e Hora,Velocidade do Vento,Direção do Vento,Temperatura,Umidade Relativa,Precipitação,Pressão Atmosférica,Radiação Solar,PM2.5,Partículas Totais (µg/m3),PM10,Dióxido de Enxofre,Monóxido de Carbono,Ozônio,Monóxido de Nitrogênio,Óxidos de Nitrogênio,Dióxido de Nitrogênio,HCT,Metano,HCNM,Benzeno (ppb),Tolueno (ppb),Etil Benzeno (ppb),Para e Meta Xileno (ppb),Orto Xileno (ppb),Data.1,Hora.1,Média Horária
2011-01-05 05:00:00,0.9,199.3,19.5,85.5,,,,,,14,0,0.2,4.2,1.5,10.5,8.8,,,,,,,,,,,
2011-01-05 06:00:00,0.7,245.1,19.5,85.4,,,,,,26.5,0,0.2,1.2,3.8,15,11.2,,,,,,,,,,,
2011-01-05 07:00:00,0.6,355.6,19.5,87.5,,,,,,22,0,0.2,1,9.8,22.8,12.5,,,,,,,,,,,
2011-01-05 08:00:00,1.7,195.8,20.3,84.3,,,,,,22.2,0,0.3,2,14.5,30.8,16.2,,,,,,,,,,,
2011-01-05 09:00:00,1.9,184.3,21.1,79.5,,,,,,21.2,0,0.4,4.2,10,23,12.8,,,,,,,,,,,
2011-01-05 10:00:00,2.4,183.8,22.3,74.3,,,,,,32,0,0.3,9,6.8,16.2,9.8,,,,,,,,,,,
2011-01-05 11:00:00,2.7,178.7,23.1,70.8,,,,,,15.8,0,0.3,11.5,4.5,13,8.5,,,,,,,,,,,
2011-01-05 12:00:00,2.4,178.4,22.5,74.4,,,,,,15.5,0,0.2,11.2,3.2,11,7.8,,,,,,,,,,,
2011-01-05 13:00:00,2,204.3,19.4,86,,,,,,1,0,0.1,10.5,2,6,4.5,,,,,,,,,,,
2011-01-05 14:00:00,0.5,286,19.8,89.8,,,,,,6.8,0,0.1,8,2,7.5,6,,,,,,,,,,,
2011-01-05 15:00:00,0.6,265.5,19.7,89.4,,,,,,10,0,0.1,8,2.5,6.5,4.5,,,,,,,,,,,
2011-01-05 16:00:00,0.5,192.6,20.9,87.4,,,,,,6.5,0,0.2,9.2,3,9,6.5,,,,,,,,,,,
2011-01-05 17:00:00,0.9,177.9,22.1,83.1,,,,,,9.5,0,0.2,8,4.2,14.2,10.8,,,,,,,,,,,
2011-01-05 18:00:00,1.4,222.3,22.1,79.8,,,,,,13.8,0,0.3,5,4.8,15.5,11,,,,,,,,,,,
2011-01-05 19:00:00,1.4,265.3,19.6,86.5,,,,,,4,0,0.4,7.2,2.5,12,10.2,,,,,,,,,,,
2011-01-05 20:00:00,1.2,203,19.6,87.4,,,,,,14.5,0,0.4,1.5,7.8,25.2,18.2,,,,,,,,,,,
2011-01-05 21:00:00,0.8,147,19.4,87.6,,,,,,13,0,0.4,0.5,9.8,28.5,18.8,,,,,,,,,,,
2011-01-05 22:00:00,1.1,186.9,19.4,88.1,,,,,,15,0,0.4,0.2,13.8,31.8,18,,,,,,,,,,,
2011-01-05 23:00:00,1.5,236.8,19.5,86.3,,,,,,14.8,0,0.4,3.5,2.2,12.2,10.5,,,,,,,,,,,
2011-01-05 00:00:00,1.4,243.2,19.6,84,,,,,,18,0,0.2,6,2.2,8.5,7.2,,,,,,,,,,,
2011-01-06 01:00:00,1.4,224.7,19.5,84.2,,,,,,14.5,0,0.1,7.2,2,6.8,5.8,,,,,,,,,,,
2011-01-06 02:00:00,1.8,235,19.5,83.4,,,,,,6.5,0,0.2,7.5,2.5,7,5.8,,,,,,,,,,,
2011-01-06 03:00:00,1.6,236.5,19.5,81.7,,,,,,,0,0.1,8.2,2.2,5.5,4.2,,,,,,,,,,,
2011-01-06 04:00:00,1.6,227.2,19.1,81.7,,,,,,9.3,0,0.1,8.5,1.8,4.2,3,,,,,,,,,,,
2011-01-06 05:00:00,1.4,240.7,19,81.5,,,,,,1.8,0,0.1,7,1.8,6.8,6,,,,,,,,,,,
2011-01-06 06:00:00,1.2,224.6,19.2,81,,,,,,6.2,0,0.1,5,2.2,11.2,8.8,,,,,,,,,,,
2011-01-06 07:00:00,1.5,225.8,20.7,76.1,,,,,,16.2,0,0.1,4.2,5,12.2,7.5,,,,,,,,,,,
2011-01-06 08:00:00,2.5,213.9,21.6,72.5,,,,,,16,0,0.2,7.2,4.5,11.5,7,,,,,,,,,,,
2011-01-06 09:00:00,3,210.2,22.3,70.7,,,,,,9,0,0.2,9.8,3.2,7.8,4.5,,,,,,,,,,,
2011-01-06 10:00:00,3.3,205.8,22.8,67.8,,,,,,10.2,0,0.2,12.8,3.5,8.2,5.5,,,,,,,,,,,
2011-01-06 11:00:00,3.5,210,23.4,64.8,,,,,,13.8,0,0.1,16.5,2.5,6,4.2,,,,,,,,,,,
2011-01-06 12:00:00,3.3,205,24.3,60.8,,,,,,,0,0.1,18,2.5,5,3.5,,,,,,,,,,,
2011-01-06 13:00:00,3.1,197.7,25.1,56.3,,,,,,16.5,0,0.2,18.2,2.2,6,4,,,,,,,,,,,
2011-01-06 14:00:00,3.2,211.5,24.8,55.6,,,,,,7.5,0,0.2,16.5,1.8,5.5,4.5,,,,,,,,,,,
2011-01-06 15:00:00,2.4,204.3,24.3,57.5,,,,,,,0,0.2,13.5,2.2,6.8,4.5,,,,,,,,,,,
2011-01-06 16:00:00,3,212.5,24,59.9,,,,,,,0,0.2,12.2,2.2,6.8,5.2,,,,,,,,,,,
2011-01-06 17:00:00,2.9,205,23.5,62.2,,,,,,,0,0.2,11.8,2.5,7.2,5.8,,,,,,,,,,,
2011-01-06 18:00:00,2.9,217.7,22.8,62.9,,,,,,,0,0.3,11.8,2,8.8,6.8,,,,,,,,,,,
2011-01-06 19:00:00,2.5,208,22.3,65.4,,,,,,,0,0.3,10.5,2,10.2,8.5,,,,,,,,,,,
2011-01-06 20:00:00,1.6,224.7,21.7,67.8,,,,,,,0,0.4,7.2,2,12.8,11,,,,,,,,,,,
2011-01-06 21:00:00,1.8,228.3,21.1,66.9,,,,,,,0,0.5,5.2,1.8,14,12.5,,,,,,,,,,,
2011-01-06 22:00:00,0.9,176.7,20.5,67.2,,,,,,10,0,0.5,4.2,2.2,13.2,11,,,,,,,,,,,
2011-01-06 23:00:00,0.7,224.5,18.5,79.4,,,,,,10.2,0,0.6,1.2,2.5,11,8.8,,,,,,,,,,,
2011-01-06 00:00:00,1,229.8,19.7,74.9,,,,,,22.8,0,0.6,3.8,3,11.8,9.2,,,,,,,,,,,
2011-01-07 01:00:00,0.6,218.9,19,76.3,,,,,,27.2,0,0.6,1.8,2.8,9,6.2,,,,,,,,,,,
2011-01-07 02:00:00,1.6,246.5,19.1,77.1,,,,,,35.5,0,0.7,4.5,1.2,7,5.5,,,,,,,,,,,
2011-01-07 03:00:00,1,220.8,18.9,76.1,,,,,,15.5,0,0.5,4,1.2,5.5,4.2,,,,,,,,,,,
2011-01-07 04:00:00,0.9,257.7,18.5,78.8,,,,,,10,0.3,0.3,3.2,1.2,5.2,4,,,,,,,,,,,
2011-01-07 05:00:00,0.6,233.7,17.9,81,,,,,,22.8,0,0.2,0.5,9,14.5,5.5,,,,,,,,,,,
2011-01-07 06:00:00,0.4,191,16.8,85.8,,,,,,30.5,0,0.2,0,13,18.5,5.5,,,,,,,,,,,
2011-01-07 07:00:00,1.6,228.2,19,83.2,,,,,,66.8,0,0.3,1.5,15.8,26.5,10.5,,,,,,,,,,,
2011-01-07 08:00:00,1.7,217.8,20.6,72.5,,,,,,28,0,0.3,4.8,5,13.8,9,,,,,,,,,,,
2011-01-07 09:00:00,1.9,226,21.4,69.1,,,,,,20.5,0,0.3,7,4,12.2,7.8,,,,,,,,,,,
2011-01-07 10:00:00,2.3,183.5,22.9,63.4,,,,,,25,0,0.2,11.7,3.8,11.2,7.2,,,,,,,,,,,
2011-01-07 11:00:00,2.5,200.5,24,57,,,,,,24.5,0,0.2,16.5,2.8,9.2,6.2,,,,,,,,,,,
2011-01-07 12:00:00,2,169.7,24.5,53.8,,,,,,24.2,0,0.2,18.5,2.2,8.5,6.5,,,,,,,,,,,
2011-01-07 13:00:00,2.3,181.5,25.6,49.9,,,,,,11.8,0,0.1,21.5,2,6.5,4.8,,,,,,,,,,,
2011-01-07 14:00:00,2.7,213.8,25.8,48.3,,,,,,10.2,0,0.1,21.5,2,5.8,3.8,,,,,,,,,,,
2011-01-07 15:00:00,2.1,199.7,26,45.3,,,,,,,0,0.1,20.2,2.2,6,4.2,,,,,,,,,,,
2011-01-07 16:00:00,2.1,207,25.8,44.3,,,,,,,0,0.1,18.2,2.2,8.2,6,,,,,,,,,,,
2011-01-07 17:00:00,1.8,190.7,25.8,47.2,,,,,,,0,0.1,17.8,2.5,9.8,7.5,,,,,,,,,,,
2011-01-07 18:00:00,2.5,197.2,25.6,50.1,,,,,,,0,0.1,17.5,2,8,6.2,,,,,,,,,,,
2011-01-07 19:00:00,1.9,204.8,23.9,54.9,,,,,,,0,0.1,14.2,2,9.2,7,,,,,,,,,,,
2011-01-07 20:00:00,2.2,213,22.9,61.3,,,,,,,0,0.1,12,2,9.2,7.8,,,,,,,,,,,
2011-01-07 21:00:00,1.8,220.5,22.2,63.3,,,,,,7.3,0,0.3,10.5,1.8,11,9.8,,,,,,,,,,,
2011-01-07 22:00:00,2.2,222.7,21.6,62.7,,,,,,26.5,0,0.4,8.2,2,11,10,,,,,,,,,,,
2011-01-07 23:00:00,0.8,229.4,20.4,66.3,,,,,,22.8,0,0.3,5.5,2.2,11.2,10.2,,,,,,,,,,,
2011-01-07 00:00:00,0.7,241.8,18.2,79.4,,,,,,13.2,0,0.2,1.5,2.8,11.2,8.8,,,,,,,,,,,
2011-01-08 01:00:00,1.4,252.8,19.5,75.4,,,,,,27.2,0,0.2,3.5,2.5,8,5.2,,,,,,,,,,,
2011-01-08 02:00:00,1.6,223.8,19.5,74.4,,,,,,13.8,0,0.1,5.8,1.8,6.2,5,,,,,,,,,,,
2011-01-08 03:00:00,1.5,223.8,19.7,74.4,,,,,,16.8,0,0,7,1.2,5,3.5,,,,,,,,,,,
2011-01-08 04:00:00,1.6,221,19.7,74.5,,,,,,16.5,0,0,6.5,1.5,4.8,3.5,,,,,,,,,,,
2011-01-08 05:00:00,1.5,208,19.5,74.5,,,,,,5.2,0,,5,1.2,6.2,5.2,,,,,,,,,,,
2011-01-08 06:00:00,1.1,247.5,19.3,75.8,,,,,,12.2,0,0.2,3.5,1.8,8,6.5,,,,,,,,,,,
2011-01-08 07:00:00,1.8,193.9,19.2,78.8,,,,,,19,0,0.1,2.5,4.5,13.5,8.5,,,,,,,,,,,
2011-01-08 08:00:00,2.3,196.3,20.1,75.9,,,,,,25,0,0.2,4.5,5,12.5,7,,,,,,,,,,,
2011-01-08 09:00:00,3.5,208.8,21.7,60.1,,,,,,39.5,0,0.2,10.5,2,6.2,4.2,,,,,,,,,,,
2011-01-08 10:00:00,3.3,208.8,22.8,47.1,,,,,,13,0,0.1,15.8,1.5,4.2,3,,,,,,,,,,,
2011-01-08 11:00:00,2.4,176.7,24,44.5,,,,,,9.5,0,0.1,17,2,6.5,5.2,,,,,,,,,,,
2011-01-08 12:00:00,2,199,25.3,41.1,,,,,,16,0,0.1,22,2,6.5,4.8,,,,,,,,,,,
2011-01-08 13:00:00,2.3,170.8,26.3,34.2,,,,,,9,0,0.1,25.2,,,,,,,,,,,,,,
2011-01-08 14:00:00,2,166.7,27,31.1,,,,,,,0,0.1,25,,,,,,,,,,,,,,
2011-01-08 15:00:00,1.8,181.6,27.3,28.6,,,,,,,0,0,23.5,,,,,,,,,,,,,,
2011-01-08 16:00:00,2,151.5,27.3,30.9,,,,,,,0,0,20.5,2,6.7,4.7,,,,,,,,,,,
2011-01-08 17:00:00,2.2,174.7,27.3,33,,,,,,,0,0,20.8,1.8,6,5,,,,,,,,,,,
2011-01-08 18:00:00,2.4,213.9,26.5,37.2,,,,,,,0,0,18,2,5.8,4.5,,,,,,,,,,,
2011-01-08 19:00:00,1.2,209.7,24.7,41.7,,,,,,,0,0,12.2,2.8,8,6.5,,,,,,,,,,,
2011-01-08 20:00:00,2.8,222.2,23.5,50,,,,,,,0,0.1,14,2,8.5,7.2,,,,,,,,,,,
2011-01-08 21:00:00,2.6,223.2,22.6,54.9,,,,,,,0,0.1,15.2,2,9.2,8,,,,,,,,,,,
2011-01-08 22:00:00,2.4,221.3,22,56.6,,,,,,11.2,0,0.2,13.2,1.5,8.5,7.2,,,,,,,,,,,
2011-01-08 23:00:00,2.3,220.7,21.7,54.9,,,,,,16.5,0,0.3,11.2,1.5,8.8,7.5,,,,,,,,,,,
2011-01-08 00:00:00,1.9,241,20.8,58.6,,,,,,15,0,0.2,10,2,9,7,,,,,,,,,,,
2011-01-09 01:00:00,1.7,240.2,20.5,59.3,,,,,,10.5,0,0.2,9.2,1.5,6.8,5.2,,,,,,,,,,,
2011-01-09 02:00:00,2,228.2,20.5,59,,,,,,7,0,0.1,9.8,2,6,4.5,,,,,,,,,,,
2011-01-09 03:00:00,2.1,203.5,20.6,60,,,,,,16.5,0,0.1,10.2,2,5.2,3.8,,,,,,,,,,,
2011-01-09 04:00:00,2.5,213,20.1,64.4,,,,,,13.8,0,0.1,10.2,1.5,5,3.8,,,,,,,,,,,
2011-01-09 05:00:00,2.8,218.7,19.6,68.3,,,,,,16,0,0.2,9.5,2.2,5.5,4,,,,,,,,,,,
2011-01-09 06:00:00,2.6,213.2,19.5,68.8,,,,,,18.8,0,0.3,9,2.5,6.2,4.2,,,,,,,,,,,
2011-01-09 07:00:00,2.6,209,20.3,65.8,,,,,,24,0,0.2,9.2,2.2,5.8,3.8,,,,,,,,,,,
2011-01-09 08:00:00,2.7,191,21.4,61.6,,,,,,20.8,0,0.1,11,2.2,5.2,3.5,,,,,,,,,,,
2011-01-09 09:00:00,2.2,185.4,22.7,57.8,,,,,,15.8,0,0.1,12,3,7,5,,,,,,,,,,,
2011-01-09 10:00:00,2.4,182.5,23.6,53.5,,,,,,13.8,0,0.1,15.8,2.8,6.5,4,,,,,,,,,,,
2011-01-09 11:00:00,2.1,166.3,24.4,49.6,,,,,,18.2,0,0.1,19.8,2.2,6,4.8,,,,,,,,,,,
