Data e Hora,PM10,Dióxido de Nitrogênio,Ozônio,Dióxido de Enxofre,PM2.5,Monóxido de Carbono,Temperatura,Direção do Vento,Pressão Atmosférica,Precipitação,Velocidade do Vento,Radiação Solar,Umidade Relativa
2016-01-02 11:30:00,21.15,14.14,86.45,1.3,,0.11,30.74,337.77,0.0,,3.18,591.72,49.44
2016-01-02 12:30:00,29.42,12.35,68.89,1.5,,0.08,22.52,243.0,2.0,,2.22,81.87,76.08
2016-01-02 13:30:00,23.85,15.04,55.56,1.2,,0.2,22.06,165.43,0.0,,1.04,75.51,82.84
2016-01-02 14:30:00,44.89,18.15,43.87,0.6,,0.22,22.41,186.07,0.0,,1.32,59.12,86.08
2016-01-02 15:30:00,25.49,18.36,41.49,0.5,5.0,0.34,23.49,285.08,0.0,,1.03,102.43,83.09
2016-01-02 16:30:00,19.29,10.09,44.07,0.4,3.0,0.25,24.58,201.68,0.0,,1.05,198.2,77.65
2016-01-02 17:30:00,10.9,16.88,39.45,0.5,4.0,0.27,24.17,288.69,0.0,,1.43,69.25,81.45
2016-01-02 18:30:00,10.46,16.46,28.66,0.6,3.0,0.37,23.49,206.44,0.0,,0.73,12.3,84.53
2016-01-02 19:30:00,32.39,8.75,23.67,0.5,2.0,0.25,22.93,175.72,0.0,,0.94,2.85,85.89
2016-01-02 20:30:00,17.35,16.74,23.17,0.4,3.0,0.4,22.98,199.19,0.0,,0.7,2.86,81.96
2016-01-02 21:30:00,10.17,15.25,23.76,0.6,2.0,0.36,22.84,257.46,0.0,,0.64,2.17,81.34
2016-01-02 22:30:00,26.98,8.31,20.79,0.5,,0.18,22.06,175.81,0.0,,0.79,2.0,85.22
2016-01-02 23:30:00,24.8,8.26,8.89,0.2,,0.34,21.56,154.26,0.0,,0.69,2.64,89.82
2016-01-03 00:30:00,24.41,8.03,9.66,0.1,,0.23,21.5,164.59,0.0,,0.43,2.32,89.84
2016-01-03 01:30:00,15.58,8.62,9.48,0.4,,0.22,21.45,153.27,0.0,,0.74,2.8,90.07
2016-01-03 02:30:00,22.01,7.17,8.63,0.3,,0.15,21.23,165.91,0.0,,0.48,1.57,90.43
2016-01-03 03:30:00,13.71,9.21,6.91,0.4,,0.22,21.07,166.57,0.0,,0.67,2.79,91.26
2016-01-03 04:30:00,10.82,20.49,3.23,0.3,,0.25,21.51,174.83,0.0,,0.41,2.82,90.08
2016-01-03 05:30:00,24.1,21.17,2.72,0.2,1.0,0.38,21.6,139.49,0.0,,0.69,13.52,90.46
2016-01-03 06:30:00,13.3,15.76,5.82,0.1,1.0,0.22,22.08,114.59,0.0,,0.72,74.2,89.91
2016-01-03 07:30:00,19.81,19.91,10.77,0.3,3.0,0.23,23.25,199.8,0.0,,0.81,167.08,83.63
2016-01-03 08:30:00,26.65,20.8,17.09,0.3,6.0,0.37,23.98,146.21,0.0,,0.77,203.26,79.71
2016-01-03 09:30:00,23.69,26.48,23.73,0.4,,0.34,24.95,201.11,0.0,,0.95,219.72,75.94
2016-01-03 10:30:00,38.62,33.16,26.01,0.5,,0.36,25.14,262.18,0.0,,1.0,204.46,76.73
2016-01-03 11:30:00,22.79,32.5,39.47,0.6,,0.38,26.4,175.93,0.0,,1.15,315.8,71.61
2016-01-03 12:30:00,14.15,19.56,59.06,0.7,4.0,0.35,28.08,71.34,0.0,,1.73,566.25,63.02
2016-01-03 13:30:00,10.36,8.14,56.45,0.5,1.0,0.2,27.0,16.22,0.0,,3.28,364.19,64.4
2016-01-03 14:30:00,7.22,9.23,54.87,0.8,,,25.05,25.53,0.0,,2.85,128.91,73.39
2016-01-03 15:30:00,7.55,9.99,50.63,0.7,,,24.53,76.35,0.0,,1.59,88.91,77.35
2016-01-03 16:30:00,20.6,18.77,46.67,0.8,1.0,0.21,24.84,119.31,0.0,,0.83,42.67,73.13
2016-01-03 17:30:00,24.63,27.98,36.84,0.6,6.0,0.41,22.97,184.54,1.4,,1.56,11.04,88.45
2016-01-03 18:30:00,12.63,14.86,47.9,0.7,2.0,0.24,21.24,261.39,8.2,,1.46,3.87,92.52
2016-01-03 19:30:00,36.67,7.47,45.6,0.7,,0.29,20.92,137.54,2.4,,0.69,3.27,94.04
2016-01-03 20:30:00,21.78,11.03,33.82,0.5,,0.3,21.11,172.56,0.0,,0.52,3.03,94.22
2016-01-03 21:30:00,13.0,19.02,27.14,0.5,,0.31,21.11,210.45,0.0,,0.14,3.06,93.71
2016-01-03 22:30:00,9.84,21.47,14.06,0.6,,0.37,21.19,135.13,0.0,,0.41,3.25,94.6
2016-01-03 23:30:00,14.83,25.98,9.24,0.3,,0.34,21.23,213.35,0.0,,0.4,3.2,95.05
2016-01-04 00:30:00,11.13,62.71,9.9,0.0,1.0,0.19,21.42,266.58,0.2,,0.71,3.36,94.11
2016-01-04 01:30:00,9.59,34.29,10.04,0.0,5.0,0.09,21.44,121.31,0.0,,0.46,3.43,94.12
2016-01-04 02:30:00,19.63,21.4,13.38,0.1,3.0,0.08,21.24,162.76,0.4,,0.74,3.39,95.04
2016-01-04 03:30:00,10.46,17.5,16.82,0.0,2.0,0.14,21.04,162.74,0.0,,0.48,3.2,94.56
2016-01-04 04:30:00,8.32,13.64,14.18,0.0,,0.09,20.76,153.98,0.0,,0.7,3.47,91.61
2016-01-04 05:30:00,7.05,25.67,8.96,0.1,,0.28,20.81,169.96,0.0,,0.81,8.69,90.38
2016-01-04 06:30:00,7.56,24.22,7.15,0.0,,0.2,21.09,159.82,0.0,,0.66,44.24,91.7
2016-01-04 07:30:00,11.19,22.75,9.79,0.1,,0.2,21.84,188.03,0.0,,0.37,88.97,87.76
2016-01-04 08:30:00,23.37,23.24,10.81,0.1,,0.27,22.49,248.87,0.0,,0.63,133.87,84.68
2016-01-04 09:30:00,19.42,18.67,13.46,0.1,3.0,0.12,23.26,105.74,0.0,,1.27,198.97,77.92
2016-01-04 10:30:00,24.71,13.86,16.86,0.1,2.0,0.14,24.2,101.19,0.0,,1.49,295.25,73.35
2016-01-04 11:30:00,16.56,17.54,21.72,0.0,,0.12,25.64,95.04,0.0,,1.29,555.3,69.47
2016-01-04 12:30:00,12.5,24.01,35.88,0.2,,0.11,26.41,63.06,0.0,,1.29,463.45,66.1
2016-01-04 13:30:00,24.77,18.13,31.6,0.1,3.0,0.08,23.83,174.83,0.2,,2.4,167.72,84.33
2016-01-04 14:30:00,16.63,13.16,32.2,0.5,,0.01,24.85,122.31,0.0,,2.29,316.42,72.74
2016-01-04 15:30:00,14.28,22.19,34.98,0.1,,0.14,25.77,132.16,0.0,,2.02,204.07,68.48
2016-01-04 16:30:00,28.95,21.6,22.92,0.1,,0.09,23.07,145.29,0.4,,2.89,80.7,83.28
2016-01-04 17:30:00,20.88,22.43,20.37,0.2,,0.13,22.36,141.08,0.0,,2.1,41.29,84.49
2016-01-04 18:30:00,14.82,43.06,10.03,0.1,,0.18,22.55,134.4,0.0,,1.75,12.49,83.46
2016-01-04 19:30:00,52.89,22.35,16.27,0.1,,0.11,22.53,124.02,0.0,,2.51,5.86,79.69
2016-01-04 20:30:00,45.84,10.66,21.57,0.1,,0.13,22.86,136.26,0.0,,2.51,5.23,75.18
2016-01-04 21:30:00,27.98,20.54,26.68,0.1,,0.05,22.94,134.05,0.0,,2.7,2.63,71.83
2016-01-04 22:30:00,18.39,21.14,28.15,0.1,,0.01,22.4,117.24,0.0,,2.16,1.38,72.14
2016-01-04 23:30:00,34.44,4.46,22.57,0.2,,0.07,21.85,108.82,0.0,,1.9,1.61,74.45
2016-01-05 00:30:00,39.28,6.79,27.27,0.6,,0.14,21.58,111.8,0.0,,2.04,2.92,74.31
2016-01-05 01:30:00,26.35,7.14,28.84,0.6,,0.06,21.27,109.46,0.0,,2.3,2.72,73.81
2016-01-05 02:30:00,28.62,7.08,28.54,0.4,,0.09,20.45,108.83,0.0,,2.16,1.14,76.47
2016-01-05 03:30:00,14.73,8.15,25.42,0.3,,0.06,19.58,99.33,0.0,,1.59,1.04,80.28
2016-01-05 04:30:00,18.69,15.79,20.92,0.6,,0.09,19.11,96.76,0.0,,1.43,1.39,81.3
2016-01-05 05:30:00,14.7,29.03,14.73,0.2,,0.16,18.97,117.27,0.0,,1.66,15.59,81.09
2016-01-05 06:30:00,27.62,29.94,16.26,0.3,,0.1,20.18,136.71,0.0,,2.06,96.18,74.51
2016-01-05 07:30:00,45.44,15.72,24.45,0.6,,0.04,21.96,110.3,0.0,,2.62,360.16,67.3
2016-01-05 08:30:00,25.19,14.26,28.14,0.5,,0.02,23.84,118.04,0.0,,3.03,655.55,60.75
2016-01-05 09:30:00,36.59,8.42,36.05,0.6,,,25.26,136.44,0.0,,3.45,748.99,54.14
2016-01-05 10:30:00,25.28,7.55,44.18,1.1,,,26.95,121.15,0.0,,3.07,1029.16,49.57
2016-01-05 11:30:00,26.39,11.07,50.31,0.9,,0.01,27.74,113.98,0.0,,2.53,947.94,48.75
2016-01-05 12:30:00,14.17,12.65,58.37,0.9,,0.02,28.67,119.4,0.0,,2.29,838.57,48.34
2016-01-05 13:30:00,22.86,17.72,63.44,1.3,,0.01,28.84,84.75,0.0,,1.82,604.28,48.02
2016-01-05 14:30:00,15.48,23.37,62.96,1.5,,0.01,27.9,70.34,0.0,,1.19,171.54,50.22
2016-01-05 15:30:00,8.36,28.88,52.52,1.4,,0.15,27.74,84.89,0.0,,1.34,261.86,52.59
2016-01-05 16:30:00,85.64,24.98,53.26,1.3,,0.05,28.03,126.07,0.0,,1.93,197.48,52.4
2016-01-05 17:30:00,32.17,23.56,46.3,0.8,4.0,0.11,26.94,120.39,0.0,,2.63,75.52,56.48
2016-01-05 18:30:00,32.85,31.43,46.36,1.0,3.0,0.11,25.44,123.89,0.0,,2.48,12.93,61.12
2016-01-05 19:30:00,26.25,24.31,38.31,0.9,3.0,0.08,24.53,122.2,0.0,,2.17,1.59,63.42
2016-01-05 20:30:00,30.08,26.09,33.26,1.0,2.0,0.07,24.06,116.02,0.0,,1.82,1.35,64.87
2016-01-05 21:30:00,28.74,21.3,30.21,1.2,,0.08,23.8,150.53,0.0,,1.6,1.8,66.3
2016-01-05 22:30:00,24.63,20.33,19.89,1.0,,0.06,22.34,160.01,0.0,,1.1,0.05,72.43
2016-01-05 23:30:00,26.62,13.66,20.11,0.9,,0.08,21.91,121.34,0.0,,2.14,1.58,69.95
2016-01-06 00:30:00,18.82,9.79,33.3,0.9,,0.19,21.89,135.99,0.0,,2.06,0.51,68.05
2016-01-06 01:30:00,27.53,11.38,33.43,0.7,2.0,0.06,21.33,134.01,0.0,,1.73,0.96,69.18
2016-01-06 02:30:00,31.26,14.23,26.08,0.6,,0.08,20.3,154.39,0.0,,1.05,0.19,74.7
2016-01-06 03:30:00,17.28,22.15,11.08,0.5,,0.17,18.93,133.35,0.0,,0.91,0.69,84.86
2016-01-06 04:30:00,14.2,22.32,8.7,0.5,4.0,0.21,18.28,201.46,0.0,,0.53,0.77,85.82
2016-01-06 05:30:00,58.99,26.11,13.82,0.5,2.0,0.42,18.99,151.14,0.0,,0.86,11.23,82.28
2016-01-06 06:30:00,76.53,29.57,20.39,0.8,1.0,0.15,20.65,147.81,0.0,,2.27,98.85,76.66
2016-01-06 07:30:00,74.57,17.2,36.48,0.5,3.0,0.25,23.58,131.67,0.0,,3.0,414.78,64.93
2016-01-06 08:30:00,53.12,15.88,44.09,0.7,1.0,0.09,25.38,115.93,0.0,,2.76,648.27,59.04
2016-01-06 09:30:00,36.3,19.41,51.81,0.9,8.0,0.13,26.75,106.25,0.0,,2.62,878.98,54.47
2016-01-06 10:30:00,29.51,21.14,63.49,1.3,7.0,0.19,28.02,107.46,0.0,,2.12,1010.91,48.96
2016-01-06 11:30:00,21.92,13.9,77.9,1.3,4.0,0.11,29.25,107.38,0.0,,1.63,1075.52,44.33
2016-01-06 12:30:00,17.26,17.1,99.3,1.5,3.0,0.05,29.51,357.01,0.0,,1.46,857.51,43.68
2016-01-06 13:30:00,20.18,26.64,119.57,2.2,7.0,,30.02,275.49,0.0,,1.24,606.73,41.93
2016-01-06 14:30:00,25.48,45.91,130.22,2.9,9.0,,30.15,46.9,0.0,,1.37,479.49,41.91
2016-01-06 15:30:00,17.47,38.97,146.5,6.2,12.0,,31.39,43.4,0.0,,1.39,741.06,39.08
2016-01-06 16:30:00,17.59,15.74,113.81,6.8,7.0,,31.21,285.54,0.0,,1.94,446.61,38.63
2016-01-06 17:30:00,31.6,9.63,101.39,5.2,1.0,0.03,30.39,219.75,0.0,,1.13,188.54,40.46
2016-01-06 18:30:00,43.9,10.49,79.16,4.1,3.0,0.01,28.86,193.73,0.0,,0.81,24.25,47.49
2016-01-06 19:30:00,41.64,44.41,58.48,2.9,7.0,0.03,27.47,116.6,0.0,,1.09,1.05,55.08
2016-01-06 20:30:00,46.13,26.24,58.16,2.1,5.0,0.07,26.89,122.57,0.0,,2.28,0.59,52.9
2016-01-06 21:30:00,47.41,25.12,54.84,1.6,1.0,0.06,26.4,122.13,0.0,,2.55,1.33,53.59
2016-01-06 22:30:00,37.35,22.94,47.44,1.1,2.0,0.13,25.64,123.71,0.0,,2.73,0.75,55.56
2016-01-06 23:30:00,22.86,11.0,41.5,0.9,2.0,0.08,25.3,125.82,0.0,,2.93,1.54,55.4
2016-01-07 00:30:00,21.32,11.15,53.14,0.7,1.0,0.14,24.87,125.86,0.0,,2.82,1.34,57.51
2016-01-07 01:30:00,25.72,7.21,56.88,0.9,2.0,0.12,24.22,127.33,0.0,,3.02,0.81,60.69
2016-01-07 02:30:00,16.18,7.83,52.59,0.5,,0.2,23.65,131.39,0.0,,2.68,0.84,63.61
2016-01-07 03:30:00,8.44,9.78,50.18,0.6,3.0,0.16,23.31,134.56,0.0,,2.72,1.29,64.62
2016-01-07 04:30:00,23.1,19.69,44.31,0.4,,0.19,23.05,134.01,0.0,,3.37,1.2,65.34
2016-01-07 05:30:00,15.58,37.9,36.82,0.5,,0.25,22.95,131.88,0.0,,3.36,14.9,66.32
2016-01-07 06:30:00,29.93,44.73,32.11,0.8,4.0,0.35,23.53,129.19,0.0,,3.28,100.31,65.29
2016-01-07 07:30:00,44.32,25.99,45.66,0.4,5.0,0.39,25.53,123.62,0.0,,2.91,381.09,59.05
2016-01-07 08:30:00,28.56,25.66,51.84,0.6,5.0,0.36,26.84,79.99,0.0,,2.5,652.77,55.11
2016-01-07 09:30:00,35.5,24.16,63.2,1.0,4.0,0.36,26.95,67.38,0.0,,2.54,607.65,54.66
2016-01-07 10:30:00,38.22,24.52,77.14,0.8,2.0,0.58,28.47,74.84,0.0,,2.13,922.77,52.21
2016-01-07 11:30:00,37.49,21.1,92.19,1.1,5.0,0.46,29.35,67.71,0.0,,2.25,868.95,49.73
2016-01-07 12:30:00,21.23,22.61,93.25,1.4,5.0,0.21,29.7,78.22,0.0,,2.09,515.67,48.5
2016-01-07 13:30:00,16.79,21.87,96.06,1.8,2.0,0.17,30.24,60.29,0.0,,2.04,751.05,47.12
2016-01-07 14:30:00,30.95,17.09,93.08,2.4,3.0,0.09,31.03,7.85,0.0,,1.86,837.98,44.06
2016-01-07 15:30:00,6.65,24.42,94.78,2.6,2.0,0.15,32.19,49.67,0.0,,1.81,644.36,41.49
2016-01-07 16:30:00,18.22,27.4,97.78,2.7,3.0,0.08,31.16,4.15,0.0,,1.93,444.87,43.19
2016-01-07 17:30:00,15.81,30.53,85.88,2.6,4.0,0.05,30.7,62.29,0.0,,1.93,165.57,44.87
2016-01-07 18:30:00,16.07,42.22,67.37,2.7,6.0,0.06,29.01,71.82,0.0,,1.55,13.47,50.19
2016-01-07 19:30:00,31.43,36.66,46.36,2.4,5.0,0.15,27.99,115.23,0.0,,2.69,0.69,54.81
2016-01-07 20:30:00,47.82,40.83,39.25,1.7,6.0,0.4,26.91,116.27,0.0,,2.0,1.04,59.06
2016-01-07 21:30:00,30.23,38.88,38.03,1.4,5.0,0.7,26.54,109.26,0.0,,2.55,0.88,59.99
2016-01-07 22:30:00,25.09,23.33,42.85,1.1,2.0,0.62,26.1,110.02,0.0,,2.59,0.74,61.05
2016-01-07 23:30:00,30.22,10.03,37.91,0.6,1.0,0.46,25.71,113.54,0.0,,2.26,1.09,62.7
2016-01-08 00:30:00,18.81,18.62,38.81,0.0,2.0,0.23,24.93,141.51,0.0,,1.54,0.45,66.84
2016-01-08 01:30:00,29.44,28.32,23.06,0.0,4.0,0.2,23.55,175.73,0.0,,0.89,0.76,74.19
2016-01-08 02:30:00,20.72,20.85,20.71,0.0,4.0,0.29,23.01,207.55,0.0,,0.57,1.55,77.9
2016-01-08 03:30:00,34.76,13.74,13.57,0.0,2.0,0.26,21.86,173.42,0.0,,0.44,0.34,84.52
2016-01-08 04:30:00,18.06,22.88,6.52,0.0,7.0,0.43,20.85,159.09,0.0,,0.67,1.31,88.4
2016-01-08 05:30:00,12.05,29.75,3.91,0.0,7.0,0.89,20.85,153.43,0.0,,0.62,16.31,88.79
2016-01-08 06:30:00,24.23,52.01,21.51,0.0,6.0,0.66,24.25,113.55,0.0,,1.85,117.43,72.26
2016-01-08 07:30:00,46.79,41.5,42.48,0.0,6.0,0.43,26.62,89.92,0.0,,2.74,378.04,61.95
2016-01-08 08:30:00,30.7,22.2,60.02,0.1,3.0,0.36,27.6,70.16,0.0,,3.23,622.11,58.85
2016-01-08 09:30:00,32.87,15.7,72.55,0.1,1.0,0.3,28.79,65.29,0.0,,3.22,831.51,55.01
2016-01-08 10:30:00,30.11,14.59,78.8,0.1,2.0,0.24,29.89,60.61,0.0,,2.84,805.33,51.85
2016-01-08 11:30:00,45.71,17.11,76.39,0.5,2.0,0.09,29.76,44.69,0.0,,2.96,552.9,52.57
2016-01-08 12:30:00,41.69,14.55,71.26,0.6,1.0,0.06,30.38,59.32,0.0,,3.6,920.29,51.0
2016-01-08 13:30:00,29.3,13.05,72.88,1.0,1.0,0.03,31.36,73.42,0.0,,3.24,955.18,47.28
2016-01-08 14:30:00,19.48,13.55,78.01,1.2,2.0,0.05,31.49,67.08,0.0,,2.91,651.8,46.09
2016-01-08 15:30:00,30.21,18.36,70.48,1.2,7.0,0.03,30.61,61.01,0.0,,3.15,246.66,50.09
2016-01-08 16:30:00,26.25,26.24,58.25,1.4,5.0,0.04,29.54,72.07,0.0,,2.49,150.75,53.29
2016-01-08 17:30:00,36.2,26.76,54.77,1.6,5.0,0.06,29.36,96.39,0.0,,2.78,52.42,52.25
2016-01-08 18:30:00,40.65,28.52,54.24,1.1,6.0,0.12,28.54,116.51,0.0,,3.2,8.72,54.55
2016-01-08 19:30:00,40.54,29.08,52.47,0.9,9.0,0.29,27.7,80.77,0.0,,2.37,1.74,58.78
2016-01-08 20:30:00,32.67,28.86,42.04,0.4,8.0,0.33,25.89,354.66,0.0,,1.77,1.34,69.8
2016-01-08 21:30:00,58.19,25.12,44.06,0.2,6.0,0.5,24.89,15.01,0.0,,1.87,1.35,72.66
2016-01-08 22:30:00,33.25,21.84,48.25,0.1,4.0,0.38,24.45,113.58,0.0,,1.44,2.64,72.03
2016-01-08 23:30:00,20.31,21.17,37.7,0.0,4.0,0.3,25.42,99.76,0.0,,1.54,2.27,66.89
2016-01-09 00:30:00,23.13,29.22,42.22,0.0,5.0,0.18,25.25,97.41,0.0,,0.97,1.52,67.2
2016-01-09 01:30:00,19.75,20.36,46.88,0.0,2.0,0.16,25.06,96.47,0.0,,1.21,1.36,67.93
2016-01-09 02:30:00,18.74,14.47,51.59,0.0,3.0,0.11,24.7,101.09,0.0,,1.82,1.65,68.3
2016-01-09 03:30:00,15.81,13.68,50.72,0.0,4.0,0.12,24.47,98.48,0.0,,2.08,1.34,68.98
2016-01-09 04:30:00,10.81,16.68,44.57,0.0,2.0,0.13,24.0,83.63,0.0,,1.07,1.21,71.54
2016-01-09 05:30:00,6.37,26.0,37.62,0.0,1.0,0.16,23.96,108.31,0.0,,1.67,10.4,72.68
2016-01-09 06:30:00,4.73,29.69,39.59,0.0,,0.21,24.6,97.15,0.0,,2.79,105.02,70.55
2016-01-09 07:30:00,8.68,20.24,42.64,0.0,,0.26,25.58,79.53,0.0,,2.94,338.92,67.72
2016-01-09 08:30:00,8.82,19.27,48.11,0.0,1.0,0.28,26.72,72.36,0.0,,3.3,460.8,63.67
2016-01-09 09:30:00,21.73,16.23,52.36,0.0,3.0,0.16,26.71,67.1,0.0,,2.84,356.84,63.88
2016-01-09 10:30:00,18.28,13.68,54.95,0.0,1.0,0.36,27.14,56.47,0.0,,3.02,383.69,62.98
2016-01-09 11:30:00,30.75,12.53,58.98,0.1,,0.33,28.6,61.43,0.0,,2.66,744.55,58.53
2016-01-09 12:30:00,20.09,8.89,67.31,0.2,,0.07,29.64,55.73,0.0,,3.17,684.01,52.71
2016-01-09 13:30:00,10.36,9.7,64.98,0.7,,0.02,29.83,46.1,0.0,,3.03,588.35,51.85
2016-01-09 14:30:00,13.75,8.21,64.82,0.9,,,30.11,60.46,0.0,,2.8,501.65,50.04
2016-01-09 15:30:00,14.63,7.74,65.28,1.3,,,31.06,59.85,0.0,,3.01,642.63,47.35
2016-01-09 16:30:00,10.09,7.48,63.24,1.3,1.0,,30.11,74.85,0.0,,2.77,221.4,49.41
2016-01-09 17:30:00,16.38,15.11,56.16,0.8,2.0,,29.09,57.26,0.0,,2.4,72.04,52.22
2016-01-09 18:30:00,26.17,24.82,30.51,0.6,3.0,0.04,25.72,140.26,0.4,,1.18,8.16,75.79
2016-01-09 19:30:00,23.67,33.72,26.51,0.5,3.0,0.2,26.07,106.87,0.0,,1.39,2.9,68.93
2016-01-09 20:30:00,39.7,39.78,26.59,0.2,7.0,0.37,26.25,115.17,0.0,,1.7,4.01,64.98
2016-01-09 21:30:00,48.05,29.04,35.68,0.1,6.0,0.28,26.25,102.41,0.0,,1.68,2.59,65.81
2016-01-09 22:30:00,34.5,24.59,26.94,0.1,6.0,0.36,25.26,116.9,0.0,,1.06,1.66,74.04
2016-01-09 23:30:00,33.77,16.52,28.68,0.1,7.0,0.34,25.02,84.14,0.0,,1.05,0.86,72.73
2016-01-10 00:30:00,20.0,27.24,19.96,0.3,8.0,0.14,24.09,131.74,0.0,,0.97,0.88,78.09
2016-01-10 01:30:00,16.53,27.86,13.14,0.5,5.0,,23.26,143.11,0.0,,0.46,1.01,81.65
2016-01-10 02:30:00,11.61,15.74,31.84,0.2,,,23.71,98.38,0.0,,1.67,2.8,75.24
2016-01-10 03:30:00,29.47,12.09,41.33,0.5,,0.05,24.29,111.4,0.0,,2.98,1.55,71.49
2016-01-10 04:30:00,20.77,12.38,36.68,0.3,4.0,0.05,23.9,104.2,0.0,,1.93,1.5,73.64
2016-01-10 05:30:00,13.21,10.39,34.92,0.4,2.0,0.07,23.86,85.67,0.0,,2.2,12.73,74.06
2016-01-10 06:30:00,17.69,16.13,31.99,0.5,3.0,0.08,24.05,97.74,0.0,,2.34,82.16,73.97
2016-01-10 07:30:00,24.95,12.98,33.57,0.6,7.0,0.1,25.61,91.94,0.0,,2.95,366.87,68.25
2016-01-10 08:30:00,12.55,4.6,43.86,0.7,5.0,0.04,26.8,75.93,0.0,,3.93,596.65,60.82
2016-01-10 09:30:00,10.63,3.57,48.63,0.7,4.0,0.01,28.35,62.57,0.0,,3.87,852.89,55.32
2016-01-10 10:30:00,15.75,6.49,51.6,0.6,3.0,0.03,29.14,50.73,0.0,,3.42,853.04,52.49
