Data e Hora,PM10,Dióxido de Nitrogênio,Ozônio,Dióxido de Enxofre,PM2.5,Monóxido de Carbono,Temperatura,Direção do Vento,Pressão Atmosférica,Velocidade do Vento,Radiação Solar,Umidade Relativa
2020-01-01 00:30:00,28.68,11.01,28.06,0.1,23.0,0.49,24.02,100.05,0.0,2.86,4.53,59.81
2020-01-01 01:30:00,24.81,11.0,23.75,0.0,17.0,0.54,23.56,111.77,0.0,1.84,4.86,61.27
2020-01-01 02:30:00,41.69,8.35,21.87,0.0,8.0,0.49,22.82,141.86,0.0,1.39,5.19,64.69
2020-01-01 03:30:00,22.3,6.14,18.73,0.0,16.0,0.46,22.05,183.31,0.0,0.79,5.46,68.8
2020-01-01 04:30:00,30.7,4.09,20.26,0.0,7.0,0.39,22.06,136.38,0.0,1.24,5.12,69.59
2020-01-01 05:30:00,24.39,2.63,18.87,0.1,6.0,0.37,21.54,159.25,0.0,0.72,17.88,73.58
2020-01-01 06:30:00,14.13,3.79,17.16,0.0,5.0,0.4,22.55,91.46,0.0,0.88,171.61,71.14
2020-01-01 07:30:00,9.57,4.45,21.16,0.2,6.0,0.38,25.47,48.34,0.0,1.19,394.75,59.3
2020-01-01 08:30:00,5.15,2.04,28.03,0.0,4.0,0.34,27.33,64.75,0.0,1.46,601.27,52.66
2020-01-01 09:30:00,2.98,0.14,35.11,0.0,2.0,0.32,27.9,1.55,0.0,2.1,800.83,50.79
2020-01-01 10:30:00,12.92,0.4,38.99,0.0,3.0,0.32,28.28,341.39,0.0,2.31,784.49,51.12
2020-01-01 11:30:00,7.68,4.32,40.13,0.1,5.0,0.35,29.15,332.5,0.0,2.09,573.56,49.49
2020-01-01 12:30:00,5.03,4.91,37.39,0.0,10.0,0.41,30.18,335.33,0.0,1.64,555.58,46.02
2020-01-01 13:30:00,3.12,2.58,41.31,0.2,8.0,0.47,31.05,313.55,0.0,1.76,711.7,43.16
2020-01-01 14:30:00,6.06,1.28,37.36,3.4,6.0,0.53,31.85,281.87,0.0,2.09,775.32,41.02
2020-01-01 15:30:00,3.2,4.52,42.16,,11.0,0.53,32.58,292.31,0.0,1.95,682.06,37.74
2020-01-01 16:30:00,3.22,0.75,39.42,8.1,8.0,0.53,32.15,281.82,0.0,2.04,383.12,38.09
2020-01-01 17:30:00,,4.12,34.87,5.4,7.0,0.56,30.85,316.4,0.0,1.32,128.17,42.01
2020-01-01 18:30:00,17.63,5.6,23.95,2.2,7.0,0.56,28.14,151.9,0.0,0.57,23.63,54.47
2020-01-01 19:30:00,22.45,13.21,9.52,1.4,14.0,0.66,25.65,132.37,0.0,0.47,5.12,68.18
2020-01-01 20:30:00,33.24,14.92,8.66,0.5,22.0,0.72,25.21,112.34,0.0,1.24,4.38,70.6
2020-01-01 21:30:00,31.97,9.26,26.1,0.2,12.0,0.44,25.43,74.34,16.6,3.06,6.6,69.87
2020-01-01 22:30:00,29.01,0.31,34.65,0.1,7.0,0.38,20.81,127.1,22.0,4.45,5.51,99.5
2020-01-01 23:30:00,30.78,0.3,34.22,0.3,6.0,0.39,20.29,139.71,48.2,3.07,5.77,100.0
2020-01-02 00:30:00,15.9,0.67,35.61,0.1,2.0,0.36,19.7,82.38,20.8,2.48,5.36,100.0
2020-01-02 01:30:00,24.56,2.05,38.73,0.0,1.0,0.4,19.21,96.16,2.0,2.67,5.36,100.0
2020-01-02 02:30:00,12.89,2.88,34.92,0.0,5.0,0.4,19.88,103.9,0.0,2.08,5.31,100.0
2020-01-02 03:30:00,7.99,0.51,32.23,0.0,6.0,0.4,20.26,153.96,0.0,1.08,5.35,99.87
2020-01-02 04:30:00,5.11,6.09,27.06,0.0,4.0,0.4,20.71,122.12,0.0,1.14,5.3,96.71
2020-01-02 05:30:00,3.14,16.37,16.96,0.0,6.0,0.45,20.97,252.37,0.0,1.19,12.29,93.9
2020-01-02 06:30:00,2.52,25.38,11.82,0.1,8.0,0.5,21.6,2.31,0.0,1.25,177.24,91.66
2020-01-02 07:30:00,12.7,16.71,14.86,0.0,7.0,0.51,23.66,42.19,0.0,1.77,366.32,79.57
2020-01-02 08:30:00,9.28,15.85,21.44,0.1,10.0,0.57,24.35,12.83,0.0,2.03,495.9,77.19
2020-01-02 09:30:00,20.7,10.97,33.74,0.0,8.0,0.42,25.44,336.66,0.0,1.91,500.9,71.92
2020-01-02 10:30:00,15.65,14.51,34.82,0.0,8.0,0.4,27.23,312.42,0.0,2.67,853.8,63.13
2020-01-02 11:30:00,9.9,16.15,34.28,0.1,7.0,0.4,27.92,309.66,0.0,3.78,855.63,58.79
2020-01-02 12:30:00,24.8,9.81,34.93,0.0,7.0,0.4,28.34,303.99,0.0,4.06,838.32,56.57
2020-01-02 13:30:00,40.39,7.29,34.68,0.1,10.0,0.47,29.04,304.5,0.0,4.19,900.89,52.67
2020-01-02 14:30:00,43.7,11.86,28.27,0.3,9.0,0.5,28.04,302.35,0.0,3.5,299.49,58.3
2020-01-02 15:30:00,46.42,15.02,33.03,0.8,17.0,0.49,25.87,328.81,0.0,3.92,219.65,67.95
2020-01-02 16:30:00,46.78,31.31,22.1,0.5,8.0,0.42,23.17,301.75,0.0,3.45,39.37,82.98
2020-01-02 17:30:00,46.52,6.71,22.8,0.5,6.0,0.45,22.25,165.69,1.8,0.77,24.61,92.75
2020-01-02 18:30:00,25.89,11.75,16.72,1.2,6.0,0.52,22.16,137.66,0.2,0.57,9.21,98.05
2020-01-02 19:30:00,20.54,10.51,13.46,1.3,8.0,0.55,21.94,148.0,0.4,0.65,5.26,99.91
2020-01-02 20:30:00,22.15,4.97,15.8,2.0,4.0,0.53,21.68,185.26,0.0,0.56,5.24,100.0
2020-01-02 21:30:00,26.16,7.12,8.58,1.9,5.0,0.57,21.96,140.23,0.0,0.45,5.07,100.0
2020-01-02 22:30:00,22.9,7.76,11.04,2.3,6.0,0.55,21.96,194.55,0.0,0.24,5.15,100.0
2020-01-02 23:30:00,19.04,9.76,17.68,1.8,4.0,0.52,21.86,342.49,0.0,0.41,5.17,99.98
2020-01-03 00:30:00,9.96,12.68,12.78,0.1,5.0,0.42,21.83,220.82,0.0,0.27,5.13,99.55
2020-01-03 01:30:00,7.22,9.46,9.62,0.2,10.0,0.46,21.97,157.51,0.0,0.28,5.05,99.57
2020-01-03 02:30:00,11.79,10.81,14.85,0.0,10.0,0.46,21.86,359.35,0.0,0.88,5.27,98.68
2020-01-03 03:30:00,9.51,7.54,16.17,0.0,8.0,0.48,21.91,7.9,0.2,0.89,5.32,96.65
2020-01-03 04:30:00,8.17,12.43,12.2,0.1,12.0,0.58,21.71,348.06,0.6,0.79,5.2,98.1
2020-01-03 05:30:00,8.42,18.97,7.55,0.0,7.0,0.64,21.68,302.42,0.0,0.32,9.01,99.45
2020-01-03 06:30:00,30.44,23.04,7.62,,7.0,0.63,21.86,357.44,0.0,1.07,44.21,98.58
2020-01-03 07:30:00,27.02,13.49,15.5,,5.0,0.58,23.14,338.15,0.0,1.43,345.71,91.16
2020-01-03 08:30:00,14.78,6.84,21.77,,6.0,0.53,24.67,355.68,0.6,2.12,379.12,79.96
2020-01-03 09:30:00,10.79,11.09,21.58,,10.0,0.53,23.79,30.21,0.8,1.36,357.94,88.77
2020-01-03 10:30:00,25.52,7.86,33.91,,7.0,0.49,25.42,357.52,0.0,1.62,400.29,77.33
2020-01-03 11:30:00,13.61,7.32,34.48,,4.0,0.42,25.78,328.08,2.6,2.54,626.11,74.26
2020-01-03 12:30:00,7.36,11.32,33.03,,4.0,0.4,24.65,325.98,0.0,1.97,349.48,80.95
2020-01-03 13:30:00,5.03,11.65,28.4,,6.0,0.47,23.1,155.8,4.0,1.84,176.74,91.67
2020-01-03 14:30:00,25.13,8.54,22.77,,5.0,0.46,25.39,175.31,0.0,1.34,469.65,79.8
2020-01-03 15:30:00,14.68,2.56,28.84,0.0,4.0,0.43,26.63,145.34,0.0,1.73,426.67,72.56
2020-01-03 16:30:00,12.54,3.5,30.95,,4.0,0.43,26.77,159.58,0.0,0.76,317.29,68.45
2020-01-03 17:30:00,6.51,1.11,32.26,,6.0,0.41,25.66,186.75,0.0,0.76,103.45,71.39
2020-01-03 18:30:00,10.87,1.12,21.56,,8.0,0.44,24.07,164.4,0.0,0.91,17.02,82.68
2020-01-03 19:30:00,15.07,5.94,12.9,,12.0,0.58,23.49,167.09,0.0,0.64,5.29,86.78
2020-01-03 20:30:00,23.7,12.68,9.24,,11.0,0.6,23.39,294.33,0.0,0.87,5.09,90.78
2020-01-03 21:30:00,31.62,10.25,23.73,,6.0,0.47,22.39,290.83,0.0,3.43,5.82,86.85
2020-01-03 22:30:00,16.49,6.05,21.44,,2.0,0.46,21.98,105.3,0.0,0.92,5.2,87.7
2020-01-03 23:30:00,14.16,3.29,19.6,0.0,2.0,0.48,21.53,182.31,0.0,0.71,4.89,92.77
2020-01-04 00:30:00,13.73,2.45,14.64,,3.0,0.4,21.47,123.34,0.0,0.62,4.9,96.59
2020-01-04 01:30:00,7.23,9.43,9.47,,5.0,0.53,21.37,124.61,0.0,0.82,4.99,98.87
2020-01-04 02:30:00,8.13,17.51,12.8,,6.0,0.54,21.36,59.88,0.0,0.65,4.92,96.87
2020-01-04 03:30:00,12.6,10.73,21.45,,7.0,0.47,21.25,58.78,0.0,1.21,4.88,94.86
2020-01-04 04:30:00,9.1,8.43,22.25,,7.0,0.46,21.17,28.34,0.0,1.0,5.13,94.55
2020-01-04 05:30:00,12.79,7.63,21.19,,6.0,0.47,21.17,30.75,0.0,0.96,10.38,94.45
2020-01-04 06:30:00,7.22,11.72,19.67,,5.0,0.48,21.33,0.82,0.0,1.77,63.7,94.57
2020-01-04 07:30:00,7.65,13.13,14.99,,5.0,0.5,21.91,1.31,0.0,1.51,141.41,92.48
2020-01-04 08:30:00,14.02,9.2,21.52,,2.0,0.5,22.98,6.64,0.0,2.23,354.12,85.01
